"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_TKE","Adjoint_Omega","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
14, 1.949666940000000e-01, -3.758970940641100e-02, 5.405843637275434e+01, 2.136809807142551e-02, -5.811694684930993e-02, -2.300413407351697e-04, 4.084199764896681e-04, -8.802353147567686e-08, 2.003885727256243e+01, 8.666303104347904e+00, 0.000000000000000e+00
15, 2.052755897853740e-01, -4.065205732064700e-02, -8.185227398438630e+01, -2.517462117828510e-02, 5.594425204771172e-02, 3.138817863733464e-04, 1.952779226475064e-04, -1.034335112018886e-07, 1.607961177865341e-01, -2.363414680219763e-02, 0.000000000000000e+00
16, 2.039575120676320e-01, -3.890668755480100e-02, -5.923214460096441e+01, -1.692246370368139e-02, 4.104603143117597e-02, 2.265418713239801e-04, 2.557352452572595e-04, -1.002506380846153e-07, -7.141467396967611e-01, -1.388729069297514e-01, 0.000000000000000e+00
17, 1.992940223515970e-01, -3.790395460791400e-02, -3.669235879861645e+01, -1.034874872976057e-02, 2.534254616323108e-02, 1.404296655018777e-04, 3.482897373442653e-04, -9.552374769232849e-08, -5.062917877028658e-01, -2.526019311236348e-01, 0.000000000000000e+00
18, 1.972211602904710e-01, -3.644490908488500e-02, -1.318873300698621e+02, -3.953043890713321e-02, 1.118609722745123e-01, 5.209535023351150e-04, -1.742998070588768e-04, -8.742065125478767e-08, 1.042115222640053e+00, 5.345738882636359e-02, 0.000000000000000e+00
19, 2.015950167547440e-01, -3.728744793171300e-02, -7.837335247292749e+01, -2.327179152290427e-02, 5.952014740480831e-02, 3.040379898989409e-04, 9.195464577190990e-05, -8.686284091734804e-08, 1.906891529989628e+00, -3.432069384598964e-01, 0.000000000000000e+00
20, 1.949666940000000e-01, -3.516227936728400e-02, 6.016196122306247e+01, 2.608252718024100e-02, -6.445145763764064e-02, -2.582329191424564e-04, 3.785067451679434e-04, -7.310668752165499e-08, 1.756391184197905e+01, 1.108614270029788e+01, 0.000000000000000e+00
21, 2.066060984357960e-01, -3.919227953739900e-02, -8.943334902240841e+01, -2.879258631694304e-02, 6.082693775636862e-02, 3.427186512745432e-04, 2.619924402540908e-04, -1.349568577033963e-07, 1.065473956601649e-01, 4.663440747614560e-02, 0.000000000000000e+00
22, 2.037723332165130e-01, -3.658979445180800e-02, -4.332702461605744e+01, -1.277957019554799e-02, 3.071474251850607e-02, 1.663986069151475e-04, 1.915151402521848e-04, -8.143075934234256e-08, 5.596537309077654e-02, -4.127962550593509e-02, 0.000000000000000e+00
23, 1.997638235026400e-01, -3.531559652562100e-02, -3.998597449756522e+01, -1.069941665351716e-02, 2.667163473648377e-02, 1.511001958487577e-04, 3.826620579472441e-04, -1.055973784566068e-07, -8.595361225354768e-01, 3.633834541070421e-01, 0.000000000000000e+00
24, 1.971811751858510e-01, -3.399537446411500e-02, -1.468723653047005e+02, -4.548913638809934e-02, 1.260449070149104e-01, 5.839771937463315e-04, -3.086271502249715e-04, -7.863902206819103e-08, 7.040902654285184e-01, -4.062973424125829e-01, 0.000000000000000e+00
25, 2.058544453025430e-01, -3.715965056032900e-02, -6.284837536501870e+01, -1.963898381893480e-02, 4.443473123634446e-02, 2.418446587733436e-04, 1.724686901424041e-04, -1.044531667506205e-07, 1.957592101866295e-02, -1.685098355899596e-02, 0.000000000000000e+00
26, 2.023716356486860e-01, -3.502472851145200e-02, -5.684073883776437e+01, -1.740891318733034e-02, 4.315226107036041e-02, 2.208706088330145e-04, 1.864806295040727e-04, -9.808233743189299e-08, 2.473555773113650e-01, -1.494968978290719e-01, 0.000000000000000e+00
27, 1.949666940000000e-01, -3.277390519971100e-02, 5.949698750090501e+01, 2.811780366744287e-02, -6.451138232242574e-02, -2.585309207266701e-04, 3.320039891942137e-04, -6.360629220862874e-08, 1.469188825348065e+01, 1.259432493025724e+01, 0.000000000000000e+00
28, 2.083523129626810e-01, -3.769595209946400e-02, -8.909534021109720e+01, -2.990037587260595e-02, 5.926996770664043e-02, 3.410459361834292e-04, 3.175035369587781e-04, -1.661930180682678e-07, 2.585803205176070e-02, 3.281609621625369e-02, 0.000000000000000e+00
29, 2.048664173362340e-01, -3.466829716238700e-02, -6.579354750138374e+01, -2.118354504384599e-02, 4.797713151154356e-02, 2.545726300947514e-04, 2.382287181401162e-04, -1.374699991347853e-07, -4.791375157067545e-02, 9.195626515249800e-02, 0.000000000000000e+00
30, 2.011692148639450e-01, -3.338356998213000e-02, -5.833936565916107e+01, -1.793645664910341e-02, 4.563577825424277e-02, 2.282523142559024e-04, 9.582194818685908e-05, -8.791083495044927e-08, 1.971257534896172e-02, -1.355139918260456e-01, 0.000000000000000e+00
31, 1.992608377521930e-01, -3.260428903978300e-02, -2.328257597757340e+01, -5.165381570657431e-03, 1.417800505643856e-02, 8.571183466881135e-05, 4.092296093437906e-04, -1.044522234321668e-07, -3.702235144275412e-01, 1.417221760403982e-01, 0.000000000000000e+00
32, 1.970224579705840e-01, -3.156609019085100e-02, -1.426246963856994e+02, -4.551993003104656e-02, 1.250101692578972e-01, 5.708525392329754e-04, -3.272757224306290e-04, -7.838985714476318e-08, 5.832226364826852e-01, -2.767551961900556e-01, 0.000000000000000e+00
33, 2.075195194502920e-01, -3.556794758200900e-02, -5.515786298118510e+01, -1.812448774699477e-02, 3.857571465793593e-02, 2.127140866492453e-04, 2.328704829503278e-04, -1.269545109141949e-07, -4.718494859203301e-03, -1.028892712369336e-02, 0.000000000000000e+00
34, 2.030634156667840e-01, -3.289965445858300e-02, -4.842988691875090e+01, -1.489952518097461e-02, 3.584668621219374e-02, 1.873759258521640e-04, 2.438450251715731e-04, -1.192072336966429e-07, -7.081480806908728e-02, 6.056440019844526e-02, 0.000000000000000e+00
35, 1.949666940000000e-01, -3.045274581490400e-02, 5.677893802424465e+01, 2.889899993578814e-02, -6.280504080158772e-02, -2.495222446383321e-04, 2.968277547214182e-04, -6.134081688604928e-08, 1.234849547283001e+01, 1.310989619169872e+01, 0.000000000000000e+00
36, 2.096891498786190e-01, -3.612435372486800e-02, -6.734598049725506e+01, -2.262767589015122e-02, 4.501991759232179e-02, 2.587591258619211e-04, 2.579125667589491e-04, -1.483227776509305e-07, 1.637716873155826e-02, -4.638556565491974e-02, 0.000000000000000e+00
37, 2.049863534102440e-01, -3.231177831662300e-02, -5.317707088231677e+01, -1.785095122183663e-02, 4.001140621507125e-02, 2.072900614996383e-04, 2.386395770494343e-04, -1.416225208098674e-07, 1.315716023208194e-01, 5.074613368785854e-02, 0.000000000000000e+00
38, 2.070073695962130e-01, -3.340065267243400e-02, -5.222076602045132e+01, -1.798193437630949e-02, 3.780668211106799e-02, 2.026452272871067e-04, 2.546158704423064e-04, -1.453290935676730e-07, 5.298915024653644e-02, 2.945411664741644e-02, 0.000000000000000e+00
39, 2.013047262213530e-01, -3.121496490723600e-02, -7.489011715486691e+01, -2.458964323565109e-02, 6.056602523053565e-02, 2.951901145400039e-04, 1.455704469356019e-04, -1.318700067032060e-07, 6.837390493471823e-01, -2.820350989605545e-01, 0.000000000000000e+00
40, 1.989476273845240e-01, -3.028858390893400e-02, -1.428538390794888e+01, -1.866637873941047e-03, 6.425718680444654e-03, 4.985723800309888e-05, 4.528107172395835e-04, -1.145185159598279e-07, -3.548876544219299e-01, 1.628990447148511e-01, 0.000000000000000e+00
41, 1.968861472316190e-01, -2.930263669972800e-02, -1.353878755190280e+02, -4.414694526434120e-02, 1.209099353405885e-01, 5.447724863081130e-04, -3.010339695830321e-04, -8.525318121356911e-08, 5.586758451271679e-01, -5.041228934882703e-01, 0.000000000000000e+00
42, 2.116215590226670e-01, -3.631416750439100e-02, -7.000337854553814e+01, -2.474013909020890e-02, 4.610304099721409e-02, 2.681389054268576e-04, 2.676901134121845e-04, -1.550810133610406e-07, 3.516271767075976e-01, 3.913366974877864e-01, 0.000000000000000e+00
43, 2.089741499313580e-01, -3.412518522755900e-02, -4.982169686871476e+01, -1.760964658016872e-02, 3.440474725438485e-02, 1.922084399960309e-04, 2.308850448474072e-04, -1.374076621113458e-07, -6.662788918212438e-03, 2.400445804158476e-03, 0.000000000000000e+00
44, 2.034616637323910e-01, -3.093747766138500e-02, -4.721320370102637e+01, -1.569427329640462e-02, 3.661521075439169e-02, 1.850093738050789e-04, 2.376232561379117e-04, -1.349462173942270e-07, 4.583355578254562e-02, 9.291292842017965e-02, 0.000000000000000e+00
45, 1.949666940000000e-01, -2.823324003747100e-02, 5.356120717512412e+01, 3.012651532760482e-02, -5.934629210063697e-02, -2.397223974042694e-04, 2.886881831030834e-04, -6.430968573267140e-08, 5.927907495751094e+00, 1.028776413294139e+01, 0.000000000000000e+00
46, 2.108827417313730e-01, -3.451400875831800e-02, -4.844022979535679e+01, -1.759344355362785e-02, 3.237164510506625e-02, 1.868714796948435e-04, 2.281391966786401e-04, -1.371968411445322e-07, 6.548878316357343e-02, -1.090832258990846e-01, 0.000000000000000e+00
47, 2.068881280613200e-01, -3.144547071445100e-02, -4.587531469239234e+01, -1.697839053779446e-02, 3.457702891937449e-02, 1.796200437741345e-04, 2.601902724956910e-04, -1.564280033765000e-07, 7.891544729383566e-02, 7.563792689237941e-03, 0.000000000000000e+00
48, 2.052223630410510e-01, -3.040595959521600e-02, -4.466982645986581e+01, -1.611721532666357e-02, 3.488326897350411e-02, 1.755916908768391e-04, 2.588300481768583e-04, -1.543843945922120e-07, 2.070174911840965e-01, 1.128906030449057e-01, 0.000000000000000e+00
49, 2.085261225124330e-01, -3.224329194012800e-02, -4.523423177901910e+01, -1.704707530882782e-02, 3.265459835192061e-02, 1.763261265659672e-04, 2.463253354478999e-04, -1.519396366295026e-07, 5.110364456954353e-02, -2.438320811833479e-02, 0.000000000000000e+00
50, 2.005006796527600e-01, -2.891038758990500e-02, -7.032820716189255e+01, -2.371900785766281e-02, 5.876761631771811e-02, 2.809604065295114e-04, 1.106640815572635e-04, -1.328174080410685e-07, 3.665746012892394e-02, 5.682143046263077e-02, 0.000000000000000e+00
51, 2.023633876136920e-01, -2.939476888842900e-02, -3.531442342209626e+01, -1.118990052144039e-02, 2.721889342290252e-02, 1.368723075484702e-04, 2.953185688304545e-04, -1.364247199976734e-07, -3.014021595787115e-01, 2.783064350507909e-01, 0.000000000000000e+00
52, 1.985976358814770e-01, -2.810466486877500e-02, -1.590843418171776e+01, -2.577871353535631e-03, 1.123066451691553e-02, 5.659710343286813e-05, 4.227488619832321e-04, -1.212081129543579e-07, 2.164211612243512e-01, 4.818274926115037e-01, 0.000000000000000e+00
53, 1.967552899923140e-01, -2.715166703636500e-02, -1.280025156764669e+02, -4.245462375475806e-02, 1.146507764828581e-01, 5.199254614225095e-04, -2.782768793068970e-04, -9.496024860733324e-08, -3.446441118980336e+00, -7.538509297254444e-01, 0.000000000000000e+00
54, 2.130711587750070e-01, -3.492362889033900e-02, -8.288835321959635e+01, -3.182210361073565e-02, 5.345118221275804e-02, 3.188739347812879e-04, 3.563034332552715e-04, -2.178446346687099e-07, -4.857587160535332e-02, -5.988613652631808e-02, 0.000000000000000e+00
55, 2.102466035934760e-01, -3.276347319509200e-02, -4.421709913634164e+01, -1.708911839554106e-02, 3.087916366305014e-02, 1.717495688937320e-04, 2.420629670515333e-04, -1.508122238704810e-07, 5.645508201708407e-02, 4.493408495456966e-03, 0.000000000000000e+00
56, 2.040383977229360e-01, -2.921312969865600e-02, -4.235572001070451e+01, -1.542473674756263e-02, 3.417714788632125e-02, 1.678151375946896e-04, 2.333261404795967e-04, -1.464297563560336e-07, -5.057576697474378e-03, -8.020103131511180e-02, 0.000000000000000e+00
57, 1.949666940000000e-01, -2.614795452370900e-02, 5.348682786383360e+01, 2.424743717118527e-02, -6.482287563162474e-02, -2.354010375031911e-04, 2.860975528586607e-04, -7.222537817914708e-08, 7.914614062677451e+00, 8.919178970861633e+00, 0.000000000000000e+00
58, 2.120079907014330e-01, -3.306554509153200e-02, -4.515660538196572e+01, -1.779926735988370e-02, 3.048824456805825e-02, 1.747822852664225e-04, 2.414478806212493e-04, -1.549142242229287e-07, 5.147942958216359e-03, 5.666568107120584e-02, 0.000000000000000e+00
59, 2.082944147216910e-01, -3.052485379549600e-02, -4.012439591207062e+01, -1.605470974336070e-02, 3.012876758953058e-02, 1.578077269372515e-04, 2.553565635759452e-04, -1.629092279776918e-07, 1.097642366501079e-01, -6.839398994898534e-02, 0.000000000000000e+00
60, 2.069201340026010e-01, -2.973205873685300e-02, -4.082409164292436e+01, -1.620401571002770e-02, 3.191590200660074e-02, 1.612926973214975e-04, 2.686362010958515e-04, -1.688134809189882e-07, 9.210521687678545e-02, -2.877816150642127e-02, 0.000000000000000e+00
61, 2.055043428169030e-01, -2.871402989320900e-02, -3.947221878965253e+01, -1.528996642027396e-02, 3.187907125944107e-02, 1.565301969744222e-04, 2.727335452105216e-04, -1.687106063759837e-07, -3.221167879256333e-01, -4.216619486181437e-01, 0.000000000000000e+00
62, 2.098036518458600e-01, -3.112268289773300e-02, -4.039714820784826e+01, -1.652854530065321e-02, 2.943616175685617e-02, 1.584146584753529e-04, 2.517325098654031e-04, -1.632647340297352e-07, 3.475363850565458e-01, -3.001153718572944e-01, 0.000000000000000e+00
63, 2.017499508828870e-01, -2.756965184101200e-02, -3.852630861450368e+01, -1.349061338405429e-02, 3.160648432788668e-02, 1.524897003134854e-04, 2.971007744232119e-04, -1.568353966471256e-07, -2.673614105290192e-01, 3.162937395886877e-01, 0.000000000000000e+00
64, 2.000741531467720e-01, -2.692379663719700e-02, -6.433642910865468e+01, -2.277659542449510e-02, 5.632976311364764e-02, 2.574936503765256e-04, 1.429426474300381e-04, -1.441971800295139e-07, 4.222694458741433e-01, -7.925908897780157e-01, 0.000000000000000e+00
65, 2.031859818129630e-01, -2.801173102382300e-02, -3.458461678432388e+01, -1.277433398481792e-02, 2.887048222029930e-02, 1.377448031635351e-04, 2.092441859461282e-04, -1.310079286262034e-07, -9.614717706054350e-02, -2.901282916706079e-01, 0.000000000000000e+00
66, 1.983595355292250e-01, -2.607752280533500e-02, 1.937507648695228e+01, 9.360871178309920e-03, -2.438369220191847e-02, -8.091949184852671e-05, 6.006192231536232e-04, -1.370512289206375e-07, 5.218788461419871e-03, -9.682299853227555e-01, 0.000000000000000e+00
67, 1.966664061268360e-01, -2.507115321268700e-02, -1.386219254632491e+02, -4.561877785415357e-02, 1.422886953744508e-01, 5.595072563974531e-04, -2.820990024380998e-04, -1.141975713483030e-07, 6.503865806415422e+00, 4.855281360221104e-01, 0.000000000000000e+00
68, 2.136248423089230e-01, -3.310508421240900e-02, -3.889290371412407e+01, -1.581930410058447e-02, 2.520196086017302e-02, 1.503141557037386e-04, 2.059294849166742e-04, -1.365561963205975e-07, -1.389107841155541e-02, -1.975598774865366e-01, 0.000000000000000e+00
69, 2.149599242203870e-01, -3.397630390990400e-02, -7.471221907878407e+01, -3.079935083153097e-02, 4.730000437732281e-02, 2.875901955137801e-04, 3.338762059300150e-04, -2.176119699274935e-07, 1.135591205415380e-02, -1.760925132077015e-02, 0.000000000000000e+00
70, 2.113977809290690e-01, -3.148412130976200e-02, -4.102353653244111e+01, -1.719454493777742e-02, 2.837132707256454e-02, 1.601136343928431e-04, 2.474122662133553e-04, -1.650455604001500e-07, -2.292144626368869e+00, 1.878409945114462e+00, 0.000000000000000e+00
71, 2.044177813455550e-01, -2.759412232596800e-02, -3.637050249272941e+01, -1.455914612017261e-02, 3.029203468185880e-02, 1.452540007141947e-04, 2.667034664851999e-04, -1.636125942346043e-07, 3.513139803369774e-01, 3.584009328792558e-01, 0.000000000000000e+00
72, 1.949666940000000e-01, -2.417453920304600e-02, 5.321885113804446e+01, 4.633601200963981e-02, -5.614416121265470e-02, -2.492200901812191e-04, 3.654898631095219e-04, -8.635470461212892e-08, -1.055043643747533e+01, 9.540681332841793e+00, 0.000000000000000e+00
73, 2.130557918715990e-01, -3.164013187345100e-02, -4.159483683685793e+01, -1.807174573289806e-02, 2.799897499872670e-02, 1.622746221455955e-04, 2.451916459632821e-04, -1.685057623424713e-07, 3.910591752437660e-01, -3.765611042689420e-01, 0.000000000000000e+00
74, 2.094940923680820e-01, -2.961705680487000e-02, -3.622000640981486e+01, -1.563628361697149e-02, 2.749005073769041e-02, 1.432563749794337e-04, 2.551941276224568e-04, -1.711621585741604e-07, -7.998309281372150e-02, 1.878302290002347e-02, 0.000000000000000e+00
75, 2.082046528286030e-01, -2.900746797355000e-02, -3.578712093542792e+01, -1.523738993187173e-02, 2.801580228596507e-02, 1.420602508059302e-04, 2.617718773483322e-04, -1.724093365932081e-07, -3.190130307965062e-01, 5.022148252084473e-01, 0.000000000000000e+00
76, 2.070042908172690e-01, -2.820296217850400e-02, -3.641869559992600e+01, -1.523654977175026e-02, 2.934995110637860e-02, 1.451117228002719e-04, 2.772064011727509e-04, -1.800928235596296e-07, -7.578291449301432e-01, 1.664491048272451e+00, 0.000000000000000e+00
77, 2.057662119950400e-01, -2.724999305654200e-02, -3.544893137632931e+01, -1.496594544068769e-02, 2.951258022783135e-02, 1.420444778856163e-04, 2.801533606260893e-04, -1.802780958073757e-07, -5.751505506904062e-01, -6.209133925527346e-01, 0.000000000000000e+00
78, 2.109104064331620e-01, -3.004657079882600e-02, -3.701948632568435e+01, -1.627544886994821e-02, 2.701812654510260e-02, 1.458446960695986e-04, 2.512283028408220e-04, -1.730228868427261e-07, -3.729430585391240e-01, 4.381201772761965e-01, 0.000000000000000e+00
79, 2.032264627492080e-01, -2.644098479948600e-02, -4.568133017628329e+01, -1.760343484537033e-02, 3.946373231213094e-02, 1.832162074092545e-04, 3.164951452875291e-04, -2.002788839197737e-07, 3.178868623203768e-02, -7.008277643242194e-02, 0.000000000000000e+00
80, 2.013957254892210e-01, -2.580987883941400e-02, -3.832628490341879e+01, -1.346581384265956e-02, 3.283029047450417e-02, 1.529528384720623e-04, 3.128053515155875e-04, -1.735308483959227e-07, 8.038196061629586e-03, 9.927825472594605e-03, 0.000000000000000e+00
81, 1.998297705430530e-01, -2.509123386223600e-02, -4.405707858063735e+01, -1.527591255046847e-02, 3.814058833484370e-02, 1.750615641895310e-04, 2.700960157522008e-04, -1.622729614541924e-07, 1.126354643044373e+00, 2.560752743444718e+00, 0.000000000000000e+00
82, 1.982100710112000e-01, -2.412323208158700e-02, -1.818862693306956e+01, -9.534902223229976e-03, 2.114829650968331e-02, 7.089166570806152e-05, 4.266198101425413e-04, -1.557112963797149e-07, -5.972960417569475e+00, -6.556927492843049e+00, 0.000000000000000e+00
83, 1.966528551008790e-01, -2.298240098765700e-02, -1.182957975007113e+02, -5.581331307235010e-02, 1.222733318075168e-01, 5.803120485328560e-04, -2.626694162384164e-04, -1.518316707748667e-07, 2.319726892495524e+00, -5.501014436307078e+00, 0.000000000000000e+00
84, 2.149070629804110e-01, -3.184116489020600e-02, -5.005730696632303e+01, -2.227340391315214e-02, 3.214276714821236e-02, 1.947376729514443e-04, 2.807663867812389e-04, -1.987305525927604e-07, 5.193185619536918e-02, 1.373201749369934e-01, 0.000000000000000e+00
85, 2.165918477968080e-01, -3.292478301483000e-02, -7.141148105443582e+01, -3.150154947661146e-02, 4.395507340831459e-02, 2.758225732463656e-04, 3.265468300393171e-04, -2.273026450263080e-07, 1.890811454724263e-02, 9.262653998784552e-03, 0.000000000000000e+00
86, 2.123957261357090e-01, -3.026823156552800e-02, -3.752589678795793e+01, -1.708916992271369e-02, 2.691149024509539e-02, 1.480336449890996e-04, 2.473222658141203e-04, -1.757754087052374e-07, 2.411232474182575e+00, -2.109404816309942e+00, 0.000000000000000e+00
87, 2.047762340354580e-01, -2.624849291767300e-02, -3.413775853675945e+01, -1.357258062401526e-02, 2.899176471261838e-02, 1.368874951295022e-04, 2.870108136098531e-04, -1.816253863882555e-07, 5.356619770770094e-01, 1.069646824731586e+00, 0.000000000000000e+00
88, 1.949666940000000e-01, -2.223885459950900e-02, 1.982056808739003e+01, 4.935316369878741e-02, -8.238467106304571e-02, -2.272078334772673e-04, 3.929713975109444e-04, -1.125340134150217e-07, -9.345372777959911e+00, -9.224495032668671e+00, 0.000000000000000e+00
89, 2.139349541558270e-01, -3.034788057511700e-02, -3.942731995538547e+01, -1.846550040689646e-02, 2.694324601141083e-02, 1.549508218468514e-04, 2.494208570671764e-04, -1.836642154652504e-07, -5.034070925243335e-01, 3.914146181806697e-01, 0.000000000000000e+00
90, 2.105309475560050e-01, -2.873409592537000e-02, -3.306916979719949e+01, -1.526828673733529e-02, 2.483049376904200e-02, 1.313744901040818e-04, 2.469598180681558e-04, -1.743575292770284e-07, -5.813740540514875e-02, 3.339644640424366e-01, 0.000000000000000e+00
91, 2.093194078960650e-01, -2.827343256514500e-02, -3.265154244051942e+01, -1.474122579410963e-02, 2.529884808579540e-02, 1.300259506144891e-04, 2.543187280257999e-04, -1.754708271186909e-07, 3.754379594333948e-01, -3.599808226491793e-01, 0.000000000000000e+00
92, 2.081992106182830e-01, -2.763403536264000e-02, -3.248296304225161e+01, -1.451725657097638e-02, 2.638229090540108e-02, 1.302387569567065e-04, 2.650974167684511e-04, -1.797197952853347e-07, 9.369405362174568e-01, -1.735375519658391e+00, 0.000000000000000e+00
93, 2.071510557809700e-01, -2.688209001769800e-02, -3.272873098978916e+01, -1.454722429965500e-02, 2.732599478433825e-02, 1.317731927790177e-04, 2.798558338608036e-04, -1.865555399604101e-07, 2.092964395906095e-02, -4.541845333744819e-02, 0.000000000000000e+00
94, 2.060841204225380e-01, -2.600340056061200e-02, -3.193836905806517e+01, -1.377381180324602e-02, 2.732631559538824e-02, 1.288338815271112e-04, 2.841444996153248e-04, -1.867235348073320e-07, 1.438161817886156e-02, 4.030494241830578e-01, 0.000000000000000e+00
95, 2.118499575045450e-01, -2.899899701827000e-02, -3.386541793246662e+01, -1.605355198366033e-02, 2.480222774958480e-02, 1.342741277000625e-04, 2.436860828332975e-04, -1.768567854114283e-07, -7.563510270944529e-02, 1.225144755131689e-01, 0.000000000000000e+00
96, 2.025629220673590e-01, -2.477293588537400e-02, -4.056709159595940e+01, -1.581557244501868e-02, 3.641984966304070e-02, 1.645105410756075e-04, 2.935267882540001e-04, -1.932575610988145e-07, 6.995550508135211e-02, 6.272883751395261e-02, 0.000000000000000e+00
97, 2.011265574400710e-01, -2.419815007039600e-02, -3.010449965039290e+01, -1.137360192005824e-02, 2.611607933250118e-02, 1.194319275511853e-04, 3.507236261852118e-04, -1.821503017780641e-07, -7.862024555736753e-01, -7.141784158516610e-01, 0.000000000000000e+00
98, 1.996899063664170e-01, -2.336322204201500e-02, -7.120887669539991e+01, -2.408379488438000e-02, 6.704402240767232e-02, 2.961904332831627e-04, 1.083009787342020e-04, -1.775413343562596e-07, 3.153995290689039e+00, 5.459636875038290e-01, 0.000000000000000e+00
99, 2.040450834999410e-01, -2.512961935271000e-02, -3.326967304423378e+01, -1.354205703682972e-02, 2.929320471320029e-02, 1.344414730693696e-04, 3.079243040180313e-04, -1.921237050607273e-07, -8.294177103551469e-02, -1.095537856411234e-01, 0.000000000000000e+00
100, 1.982096642360940e-01, -2.223871586394700e-02, 2.892339447830209e+00, -4.235674880470112e-03, -1.131600327949626e-02, -3.398530476134435e-05, 6.156846651911991e-04, -1.791331433467715e-07, -2.641492167486051e+00, 9.379498660560811e+00, 0.000000000000000e+00
101, 1.967612741614790e-01, -2.035889079471800e-02, -1.475752211417150e+02, -4.465716862569215e-02, 1.260121297459076e-01, 5.975960229394530e-04, -6.999100648735869e-05, -2.502601821054153e-07, 1.366073806278729e+01, 5.730088034889554e-02, 0.000000000000000e+00
