"PointID","x","y","Pressure","Velocity_x","Velocity_y","Temperature","Turb_Kin_Energy","Omega","Species_0","Species_1","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_Temperature","Residual_TKE","Residual_Omega","Residual_Species_0","Residual_Species_1","Eddy_Viscosity"
1738, 5.781602620648105e-02, 3.310419768075337e-02, 2.506505049883693e+00, 1.325939834336234e-02, -1.135629862427947e+00, 1.000000000000000e+00, 2.082919137392457e-03, 3.658922165452651e+02, 5.994392055826184e-01, 3.875134948322551e-06, 5.013010099767387e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.694065894508601e-19, 9.222071213231195e-19, -9.181837148236616e-19, -2.156410364958884e-14, 4.301339185275744e-22, 6.765421556309548e-17, 4.059934795308268e-19, -4.135903062765138e-24, 5.692712343157416e-06
1739, 5.831453267769267e-02, 3.310419768112229e-02, 2.504910334897011e+00, 1.060551927329763e-02, -1.071821390719562e+00, 9.999999999999998e-01, 1.540311808077572e-03, 7.287036943674751e+02, 5.994875700294892e-01, 3.740668684343686e-06, 5.009820669794022e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.202285662861181e-19, -1.150376621489747e-18, -1.948175778684891e-20, -5.151434834166037e-14, 6.882142696441190e-22, 3.504141421473150e-16, -9.728173399215639e-19, -1.033975765691285e-25, 2.113769725587276e-06
1740, 5.872924497788020e-02, 3.310419768142918e-02, 2.503702679764499e+00, 8.424543288656066e-03, -9.466007487744565e-01, 1.000000000000000e+00, 1.025818749988838e-03, 1.301522432754177e+03, 5.995029926755940e-01, 3.721739649763890e-06, 5.007405359528997e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.676624113323589e-19, -4.234105945087434e-19, 1.236668102991278e-19, 3.750382145226714e-14, -3.044024654195142e-22, 1.110223024625157e-16, 5.558389018560329e-19, -1.550963648536927e-24, 7.876978281786284e-07
1741, 5.906972122022550e-02, 3.310419768168114e-02, 2.502709899320085e+00, 6.253619910467534e-03, -7.762275638275876e-01, 1.000000000000000e+00, 5.209932052995020e-04, 2.154850930911913e+03, 5.994929356650915e-01, 3.754598698379726e-06, 5.005419798640171e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.524659305057741e-19, 6.394039960585900e-19, -8.131516293641283e-20, -6.483702463801049e-14, -5.955700410381799e-23, -2.775557561562891e-17, -2.192359495510545e-19, 2.171349107951698e-24, 2.417769126512257e-07
1742, 5.934623182063919e-02, 3.310419768188576e-02, 2.502237435917687e+00, 4.044085690772238e-03, -5.923097812285689e-01, 1.000000000000000e+00, 1.865542639373592e-04, 3.829235474704041e+03, 5.994840260682808e-01, 3.799551126945488e-06, 5.004474871835375e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.338312056661795e-19, -1.199610411548903e-18, 1.050320854595332e-19, 5.121182940284929e-14, -1.985233470127266e-23, 5.551115123125783e-17, 2.092568426412147e-19, -4.084204274480574e-24, 4.871841002459580e-08
1743, 5.956882081690359e-02, 3.310419768205049e-02, 2.502230509155848e+00, 2.147780555070275e-03, -4.166056453450460e-01, 1.000000000000000e+00, 4.682463453087776e-05, 8.355584007340085e+03, 5.994860461000215e-01, 3.837467997272037e-06, 5.004461018311696e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.232659125071874e-20, 7.283424555202915e-19, 2.168404344971009e-19, -2.309263891238087e-14, -1.323488980084844e-23, -4.440892098500626e-16, -1.141443070874174e-19, 3.877409121342317e-24, 5.603993029062238e-09
1744, 5.974673368005753e-02, 3.310419768218216e-02, 2.502419165007030e+00, 8.540082503372912e-04, -2.577340623295929e-01, 1.000000000000000e+00, 7.530941556386860e-06, 2.398271162700193e+04, 5.994938281387475e-01, 3.862472054097317e-06, 5.004838330014060e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.091670257478196e-20, 2.877265042704451e-19, -3.726944967918921e-20, -1.132427485153184e-14, 2.481541837659083e-24, -0.000000000000000e+00, 3.013187360959165e-19, -7.237830359838992e-24, 3.140154321793970e-10
1745, 5.988813090430041e-02, 3.310419768228680e-02, 2.502483634022558e+00, 1.427406313798030e-04, -1.186363449525655e-01, 1.000000000000000e+00, 5.562846853932948e-07, 1.026527497960723e+05, 5.995002943292101e-01, 3.875261562874011e-06, 5.004967268045116e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.134021904840911e-20, 4.951966367885453e-19, 1.355252715606881e-20, 9.436895708958605e-15, -4.135903062765138e-25, -0.000000000000000e+00, 4.667680934963229e-19, 1.424301617239745e-23, 5.419091904487679e-12
1746, 4.511186909569966e-02, 3.536292257292036e-02, 2.575236729501199e+00, 1.861408684465286e-04, -7.404918651304733e-02, 1.000000000000000e+00, 3.587368246957032e-07, 1.026879984006604e+05, 6.016101667942637e-01, 2.628950095645786e-05, 5.150473459002398e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.286911833497695e-21, 2.184550910528044e-19, 1.355252715606881e-20, 4.522234366976008e-15, 2.067951531382569e-25, 2.842170943040401e-14, -9.936225866884977e-19, -4.735609006866083e-23, 3.493463990757816e-12
1747, 4.525326631994265e-02, 3.536292257304884e-02, 2.575254107981382e+00, 1.137993046323359e-03, -1.691453309093830e-01, 1.000000000000000e+00, 4.879047110358955e-06, 2.404588556529825e+04, 6.016220181759329e-01, 2.611444269649284e-05, 5.150508215962764e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.637505386217294e-20, -6.708500942254059e-19, 1.016439536705160e-19, -1.476596622702995e-14, -2.481541837659083e-24, -7.105427357601002e-15, 1.640570469933571e-18, -2.936491174563248e-23, 2.029056944943686e-10
1748, 4.543117918309671e-02, 3.536292257321049e-02, 2.575430275746409e+00, 3.122489026998835e-03, -2.907089841931044e-01, 1.000000000000000e+00, 3.089230321293772e-05, 8.445474080118142e+03, 6.016444177693197e-01, 2.573019688171560e-05, 5.150860551492817e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.135024149320762e-19, -4.637505386217294e-20, -2.100641709190665e-19, 4.085620730669034e-14, -4.963083675318166e-24, -8.881784197001252e-16, -7.406773728146823e-19, 4.053185001509836e-23, 3.657853060689942e-09
1749, 4.565376817936136e-02, 3.536292257341274e-02, 2.575717778588761e+00, 6.710697285789131e-03, -4.435411305911919e-01, 1.000000000000000e+00, 1.290815373743714e-04, 3.969509611677182e+03, 6.016751607623164e-01, 2.503907955565894e-05, 5.151435557177522e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -6.268043809681823e-20, 9.395712967418327e-19, 2.574980159653073e-19, -2.042810365261830e-14, -1.323488980084844e-23, 4.440892098500626e-16, 1.437309032372141e-19, -1.158052857574239e-23, 3.251825792149484e-08
1750, 4.593027877977537e-02, 3.536292257366400e-02, 2.576264590302692e+00, 1.237794329027219e-02, -6.251603426789132e-01, 9.999999999999999e-01, 3.922283611884294e-04, 2.362018289629107e+03, 6.016965424989833e-01, 2.394449772131543e-05, 5.152529180605384e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.388131789017201e-20, -4.986906476959693e-19, 1.829591166069289e-19, -1.421085471471740e-14, 5.293955920339377e-23, 3.608224830031759e-16, -2.425955300495520e-19, -6.617444900424221e-24, 1.660564454181338e-07
1751, 4.627075502212107e-02, 3.536292257397338e-02, 2.576297806380398e+00, 1.989985482232658e-02, -8.141627429629871e-01, 9.999999999999999e-01, 8.484298155067011e-04, 1.543394388474162e+03, 6.016509222589279e-01, 2.239008543944151e-05, 5.152595612760797e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.776263578034403e-21, 1.261232058461653e-18, -1.897353801849633e-19, -5.329070518176524e-15, 3.970466940254533e-23, 1.942890293094024e-16, 7.115076756936123e-20, -2.481541837659083e-23, 5.497167942572863e-07
1752, 4.668546732230915e-02, 3.536292257435018e-02, 2.574685407847544e+00, 2.768792300527283e-02, -9.716880901521887e-01, 9.999999999999999e-01, 1.358890144906734e-03, 9.461502394091683e+02, 6.014600721283393e-01, 2.040275028623383e-05, 5.149370815695088e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.287490079826537e-19, -2.820619714356820e-19, -2.371692252312041e-19, 2.131628207260922e-14, -1.323488980084844e-22, -1.249000902703301e-16, 4.489274620447792e-20, 3.474158572722716e-23, 1.436230831326857e-06
1753, 4.718397379352150e-02, 3.536292257480315e-02, 2.571600776454949e+00, 3.350412014052710e-02, -1.067806122934611e+00, 1.000000000000000e+00, 1.870433487915621e-03, 5.170524194927416e+02, 6.011145601981716e-01, 1.810064052987939e-05, 5.143201552909898e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.355252715606881e-20, -6.534859188066927e-19, -5.082197683525802e-20, 1.421085471571069e-14, -4.632211430296955e-22, -2.949029909160572e-17, 1.982057096575063e-19, 1.323488980084844e-23, 3.617492960869663e-06
1754, 4.777377890010658e-02, 3.536292257533908e-02, 2.568482269937166e+00, 3.627107520884314e-02, -1.105562363748214e+00, 1.000000000000000e+00, 2.453990031179092e-03, 2.606905425204271e+02, 6.007244439290592e-01, 1.565149882013640e-05, 5.136964539874333e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.486769009248164e-20, 8.359156398215876e-19, 5.611593275559740e-19, -6.501369545254450e-14, -1.323488980084844e-22, -1.994931997373328e-17, -3.373308712440251e-19, -2.812414082680294e-23, 9.413421781447260e-06
1755, 4.845865296750208e-02, 3.536292257596137e-02, 2.565922253150902e+00, 3.672113506185103e-02, -1.112373193229391e+00, 1.000000000000000e+00, 3.016143926591622e-03, 1.296300341513291e+02, 6.004147965299338e-01, 1.322316699696313e-05, 5.131844506301804e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.710505431213761e-19, -4.573183821785171e-19, -7.381892135321227e-19, 9.237055564929731e-14, -6.749793798432706e-22, -1.821459649775647e-17, 2.272165881009661e-19, 8.271806125530277e-24, 2.326732339721980e-05
1756, 4.923683328539992e-02, 3.536292257666845e-02, 2.562880365166956e+00, 3.605933836691167e-02, -1.111576035630769e+00, 1.000000000000000e+00, 3.406377880916875e-03, 6.976673144600674e+01, 6.001955952977140e-01, 1.095809422892208e-05, 5.125760730333911e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.168404344971009e-19, -2.713681804765965e-19, -1.111995441067286e-18, 6.303590503182406e-14, -1.257314531080602e-21, -1.040834085586084e-17, -3.536362554786704e-19, -4.135903062765138e-24, 4.882524679478655e-05
1757, 5.009950913789504e-02, 3.536292257745231e-02, 2.558782728960241e+00, 3.476421610148674e-02, -1.111469270515561e+00, 1.000000000000000e+00, 3.633652663061168e-03, 4.418314007748142e+01, 6.000167849456628e-01, 8.948786324685553e-06, 5.117565457920482e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.710505431213761e-20, 2.011385612373743e-18, -7.812820147236853e-19, 1.421085471525041e-14, -1.230844751478905e-21, -3.686287386450715e-18, 1.286431288642469e-19, -5.790264287871194e-24, 8.224070667428891e-05
1758, 5.103011681554379e-02, 3.536292257829791e-02, 2.553989047470405e+00, 3.280137892512460e-02, -1.112920565132160e+00, 1.000000000000000e+00, 3.764727429730661e-03, 3.355118512272161e+01, 5.998546844255418e-01, 7.222400991045603e-06, 5.107978094940811e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.303929616531697e-19, -1.477860734721941e-18, -2.926498832763608e-19, -4.425804851229247e-14, -4.466775307786349e-22, 1.680513367352532e-18, 3.547479862219417e-19, 1.654361225106055e-24, 1.122084783580746e-04
1759, 5.200492176987435e-02, 3.536292257918366e-02, 2.548919500808143e+00, 3.012343743283842e-02, -1.115627494105644e+00, 1.000000000000000e+00, 3.841396868810633e-03, 2.949610532135580e+01, 5.997088590073989e-01, 5.767326449318790e-06, 5.097839001616285e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.084202172485504e-19, 2.134523027080837e-19, 1.098601732588828e-18, -1.207922650786605e-13, 1.187831359626148e-21, 4.255493527005605e-18, 4.928672961835960e-20, 1.654361225106055e-24, 1.302340368994201e-04
1760, 5.299507823013180e-02, 3.536292258008335e-02, 2.543887487354867e+00, 2.680405289339927e-02, -1.119367659706700e+00, 1.000000000000000e+00, 3.878276333654205e-03, 2.884040510786538e+01, 5.995848609810885e-01, 4.566707883943478e-06, 5.087774974709735e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.355252715606881e-20, 3.383896624280930e-19, 7.072725109573408e-20, -1.314504061155701e-13, 2.183756817139993e-21, 5.610746242612485e-18, -2.735387024039356e-19, -3.308722450212111e-24, 1.344737121115028e-04
1761, 5.396988318446166e-02, 3.536292258096908e-02, 2.539158908448153e+00, 2.301871926447089e-02, -1.123892980084033e+00, 1.000000000000000e+00, 3.871084104461271e-03, 3.099065477032351e+01, 5.994880974937377e-01, 3.605567644422474e-06, 5.078317816896306e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.355252715606881e-19, -5.764059206065514e-19, 2.541098841762901e-20, 1.669775429036235e-13, -7.907846656006945e-22, 2.927345865710862e-18, -4.881027358552906e-20, 2.067951531382569e-24, 1.249113364383704e-04
1762, 5.490049086210960e-02, 3.536292258181467e-02, 2.534932452836414e+00, 1.899744566094265e-02, -1.128962850285907e+00, 1.000000000000000e+00, 3.801084930388096e-03, 3.743544205472020e+01, 5.994220195329450e-01, 2.865698441463672e-06, 5.069864905672828e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.846030702774449e-19, -2.198050498124909e-19, -2.210755992333724e-19, 6.409971869019175e-14, -2.825648972481143e-21, -1.778091562876227e-17, 2.594038400966295e-21, 1.654361225106055e-24, 1.015370654587695e-04
1763, 5.576316671460388e-02, 3.536292258259853e-02, 2.531287567432154e+00, 1.497823225097605e-02, -1.134425937932249e+00, 1.000000000000000e+00, 3.632512827839742e-03, 5.297232121872248e+01, 5.993889048090282e-01, 2.324355088401305e-06, 5.062575134864308e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.453889935837843e-20, 2.175180608549043e-18, 8.355980024663673e-19, 5.202812279278573e-14, 2.560951176464174e-21, 1.366094737331736e-17, 2.561348223158199e-19, 8.271806125530277e-25, 6.857378993911013e-05
1764, 5.654134703250093e-02, 3.536292258330560e-02, 2.528180254406723e+00, 1.119149892566935e-02, -1.139729131237664e+00, 1.000000000000000e+00, 3.303561863472708e-03, 8.991333385441975e+01, 5.993920688400768e-01, 1.955761403509881e-06, 5.056360508813445e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.965116437629977e-19, -2.459783678826488e-18, -1.502848206665942e-18, -9.323397130451972e-14, 2.137434702837024e-21, 8.565197162635485e-18, 7.971870435418549e-20, 4.135903062765138e-25, 3.674162353741173e-05
1765, 5.722622109989572e-02, 3.536292258392791e-02, 2.525582905676122e+00, 7.892549406778162e-03, -1.141296069321752e+00, 9.999999999999999e-01, 2.757189544909697e-03, 1.770761611999142e+02, 5.994363031005698e-01, 1.730422318782927e-06, 5.051165811352244e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -2.032879073410321e-20, -7.345893235062920e-19, -4.859851534871548e-19, -1.339196213621936e-14, 2.382280164152720e-22, 2.645453300864631e-17, -2.015144321077184e-19, 1.654361225106055e-24, 1.557064218145606e-05
1766, 5.781602620648016e-02, 3.536292258446383e-02, 2.523692333379731e+00, 5.401429728697616e-03, -1.125139753968000e+00, 1.000000000000000e+00, 2.096396113355685e-03, 3.691645873479048e+02, 5.995196366647714e-01, 1.614427696308464e-06, 5.047384666759462e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.371692252312041e-20, 4.152579023914207e-19, 1.478072492958754e-19, 6.572520305872960e-14, -7.477712737479370e-22, -1.023486850826316e-16, 5.635416077201267e-19, -1.137373342260413e-24, 5.678757348900363e-06
1767, 5.831453267769203e-02, 3.536292258491679e-02, 2.522624120803879e+00, 3.951718893678877e-03, -1.063710932986359e+00, 9.999999999999999e-01, 1.524122317347037e-03, 7.376525539821589e+02, 5.996143463516113e-01, 1.572557008251664e-06, 5.045248241607759e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.115076756936123e-20, 1.459755405474380e-18, 1.219727444046192e-19, -1.033694397365681e-13, 4.499862532288471e-22, 1.734723475976807e-16, -6.185987492916562e-19, 1.809457589959748e-25, 2.066179136938093e-06
1768, 5.872924497787976e-02, 3.536292258529362e-02, 2.521941319131373e+00, 3.324582483691291e-03, -9.390886156188037e-01, 1.000000000000000e+00, 9.999761568339630e-04, 1.326038636937444e+03, 5.996768540547925e-01, 1.573084953192211e-06, 5.043882638262746e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.218725199566341e-20, -1.721965042208789e-18, -3.811648262644352e-19, 1.517250614007524e-14, 1.852884572118782e-22, 2.706168622523819e-16, 9.624411863176988e-20, 6.878362222547881e-25, 7.541078585337911e-07
1769, 5.906972122022518e-02, 3.536292258560299e-02, 2.521162012417718e+00, 2.853971905293657e-03, -7.659347761443775e-01, 1.000000000000000e+00, 5.011775587820941e-04, 2.196416342203563e+03, 5.996938233887196e-01, 1.591654510443722e-06, 5.042324024835436e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -5.590417451878382e-20, 1.669779871724044e-18, 2.337810934421869e-19, 1.462617898848795e-14, -6.617444900424221e-23, 1.387778780781446e-17, 3.400572585429999e-19, -2.223047896236262e-24, 2.281796711998991e-07
1770, 5.934623182063901e-02, 3.536292258585423e-02, 2.520590375093549e+00, 2.094545071115975e-03, -5.785575130525706e-01, 1.000000000000000e+00, 1.764646417284559e-04, 3.867991630564943e+03, 5.996907705542123e-01, 1.613052834659310e-06, 5.041180750187099e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.268043809681823e-20, 5.119520072764195e-19, -5.421010862427522e-20, 6.607359616995078e-15, 4.632211430296955e-23, 5.551115123125783e-16, -3.450600468877206e-19, 7.237830359838992e-25, 4.562177444594993e-08
1771, 5.956882081690349e-02, 3.536292258605649e-02, 2.520487954738732e+00, 1.195398487977384e-03, -4.024384459761455e-01, 9.999999999999999e-01, 4.374653809294755e-05, 8.378144114383162e+03, 5.996895894007891e-01, 1.630166142072692e-06, 5.040975909477464e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.063252535621014e-20, -9.713350322638689e-19, 8.131516293641283e-20, -2.070574027498450e-14, 4.963083675318166e-24, 4.440892098500626e-16, 1.276453836093854e-18, 1.033975765691285e-25, 5.221506994352815e-09
1772, 5.974673368005745e-02, 3.536292258621815e-02, 2.520622793342712e+00, 4.901474311687331e-04, -2.466722088481721e-01, 9.999999999999999e-01, 6.994916450899354e-06, 2.399348520819070e+04, 5.996928490216186e-01, 1.641140334404118e-06, 5.041245586685424e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -7.199780051661553e-20, -1.228938927347583e-18, 1.355252715606881e-20, -2.176037128313767e-14, -4.963083675318166e-24, -0.000000000000000e+00, -1.624801098735860e-18, 3.360421238496675e-25, 2.915339889226050e-10
1773, 5.988813090430040e-02, 3.536292258634662e-02, 2.520679659318569e+00, 8.214686998505526e-05, -1.127333465043929e-01, 9.999999999999999e-01, 5.157734460530125e-07, 1.026578746570645e+05, 5.996962573830429e-01, 1.646653264121612e-06, 5.041359318637137e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.679857033580009e-20, 1.914903265725558e-18, 3.388131789017201e-20, 1.387778780732985e-14, -4.135903062765138e-25, -2.842170943040401e-14, -4.442290761654780e-20, -4.032505486196010e-24, 5.024197586166560e-12
1774, 4.511186909569963e-02, 3.787261690360884e-02, 2.573758037445530e+00, 1.519634372745228e-04, -8.348183640479866e-02, 1.000000000000000e+00, 4.069174687646895e-07, 1.026859418188513e+05, 6.015872093393683e-01, 7.652581291799823e-06, 5.147516074891059e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.596968590773771e-19, -5.870732417860352e-19, 2.371692252312041e-20, 4.698255944447088e-14, 2.067951531382569e-25, -5.684341886080801e-14, -4.975259773934947e-19, -1.349338374227126e-23, 3.962737854442960e-12
1775, 4.525326631994259e-02, 3.787261690375035e-02, 2.573740027608939e+00, 9.289429804093043e-04, -1.891913623950833e-01, 1.000000000000000e+00, 5.533285434371151e-06, 2.404784306943442e+04, 6.015964090332743e-01, 7.603325046481017e-06, 5.147480055217878e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.743384504624082e-20, -2.569156808140700e-19, -7.115076756936123e-20, 1.632027846198980e-14, -2.481541837659083e-24, -3.552713678800501e-15, 9.724732327867419e-19, 7.754818242684634e-24, 2.300948745546388e-10
1776, 4.543117918309660e-02, 3.787261690392841e-02, 2.573891969362964e+00, 2.592221010038669e-03, -3.226487892568872e-01, 1.000000000000000e+00, 3.496751558350185e-05, 8.462398774142717e+03, 6.016124363870182e-01, 7.495741928831080e-06, 5.147783938725928e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.284483346386983e-20, 1.696924630705584e-18, 1.355252715606881e-19, 2.331468351712829e-14, 8.271806125530277e-24, -0.000000000000000e+00, -1.021521734388686e-18, -4.549493369041652e-24, 4.132104444232390e-09
1777, 4.565376817936114e-02, 3.787261690415116e-02, 2.574308490319634e+00, 5.727368915755039e-03, -4.878844217206039e-01, 1.000000000000000e+00, 1.447526972393623e-04, 3.995494057591276e+03, 6.016284923002226e-01, 7.303501621563481e-06, 5.148616980639268e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.948175778684891e-19, -5.086432848262074e-19, -2.371692252312041e-20, -5.639932965095795e-14, 3.970466940254533e-23, 1.554312234475219e-15, 1.393104500437307e-19, -4.135903062765138e-25, 3.622898574065905e-08
1778, 4.593027877977505e-02, 3.787261690442791e-02, 2.574940659100005e+00, 1.075648839402415e-02, -6.777012862424161e-01, 1.000000000000000e+00, 4.282158977239203e-04, 2.359344940517373e+03, 6.016168445243127e-01, 7.001664638535995e-06, 5.149881318200010e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -3.388131789017201e-21, -1.551340842896251e-18, -1.490777987167569e-19, -1.776356839640446e-15, -6.617444900424221e-24, -3.053113317719180e-16, 1.133713895230478e-18, 2.895132143935597e-24, 1.814977921922762e-07
1779, 4.627075502212057e-02, 3.787261690476864e-02, 2.574832356585201e+00, 1.719160964300829e-02, -8.635190445600283e-01, 9.999999999999998e-01, 8.937402120834035e-04, 1.490490155402241e+03, 6.015166813103555e-01, 6.577276275465046e-06, 5.149664713170401e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.710505431213761e-20, 1.120624589217439e-18, 3.523657060577889e-19, -1.345332386179070e-14, -2.977850205190900e-22, -6.245004513516506e-16, -9.925108559452264e-19, -8.271806125530277e-24, 5.996283899253320e-07
1780, 4.668546732230846e-02, 3.787261690518369e-02, 2.573317698610152e+00, 2.330551436003620e-02, -1.005729688965204e+00, 9.999999999999998e-01, 1.415045806627384e-03, 8.750460373416010e+02, 6.012751727006134e-01, 6.039161510261394e-06, 5.146635397220304e+00, 1.000000000000000e+00, 1.458439571647119e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.574980159653073e-19, -2.303929616531697e-19, 5.590417451878382e-20, 6.039613253955515e-14, 2.382280164152720e-22, 1.387778780781446e-16, 1.793592265810981e-19, 7.858215819253763e-24, 1.617110124772758e-06
