"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Pressure_Coefficient"	"Mach"	"Sharp_Edge_Dist"
46	6.895238100000000e+00	0.000000000000000e+00	3.576229546346799e-01	9.353903570556514e-01	2.658741804389612e-05	1.897481173581615e+00	2.696753775399418e-01	-4.173283556914619e+02	2.545631460461560e+00	4.295238090000000e+00	
47	6.795348840000000e+00	0.000000000000000e+00	3.647995074461547e-01	9.512115797464613e-01	2.794941540380763e-07	1.933361843454019e+00	2.772895339203540e-01	-4.129774091883692e+02	2.527663459614728e+00	4.395127350000000e+00	
48	6.695459580000000e+00	0.000000000000000e+00	3.722238710648839e-01	9.674888413268931e-01	8.845911195029203e-05	1.970422073367047e+00	2.852270576441086e-01	-4.084416813462237e+02	2.509484265984451e+00	4.495016610000000e+00	
49	6.595570320000000e+00	0.000000000000000e+00	3.798371699222161e-01	9.840803545788198e-01	6.293076388173249e-05	2.008356967088945e+00	2.934326332681582e-01	-4.037527809896240e+02	2.491228758974080e+00	4.594905870000000e+00	
50	6.495681060000000e+00	0.000000000000000e+00	3.876648367970250e-01	1.001027788596015e+00	7.275799244598994e-05	2.047294626334665e+00	3.019472389538355e-01	-3.988872920263798e+02	2.472796518588952e+00	4.694795130000000e+00	
51	6.395791810000000e+00	0.000000000000000e+00	3.956881618334818e-01	1.018289119146464e+00	5.704020373213226e-05	2.087119534731055e+00	3.107417963552921e-01	-3.938618306541189e+02	2.454317371916051e+00	4.794684380000000e+00	
52	6.295902550000000e+00	0.000000000000000e+00	4.039559475285593e-01	1.035968297440378e+00	5.664256404002235e-05	2.128095968484246e+00	3.198783105952154e-01	-3.886409653741627e+02	2.435695804248786e+00	4.894573640000000e+00	
53	6.196013290000000e+00	0.000000000000000e+00	4.124255544605949e-01	1.053950651555024e+00	5.704423046200791e-05	2.169988710669441e+00	3.293227627774129e-01	-3.832441355557642e+02	2.416977463242427e+00	4.994462900000000e+00	
54	6.096124030000000e+00	0.000000000000000e+00	4.211372460286947e-01	1.072329994578346e+00	5.120620656955269e-05	2.212995708419950e+00	3.391095055465461e-01	-3.776517111162595e+02	2.398184702802069e+00	5.094352160000000e+00	
55	5.996234770000000e+00	0.000000000000000e+00	4.300986312669448e-01	1.091101250571944e+00	6.127585926901225e-05	2.257160159669190e+00	3.492692108696461e-01	-3.718461652173452e+02	2.379232341401601e+00	5.194241420000000e+00	
56	5.896345510000000e+00	0.000000000000000e+00	4.393085469448069e-01	1.110259057472674e+00	3.931258532388445e-05	2.302450178484572e+00	3.597912737625105e-01	-3.658335578499941e+02	2.360207401324852e+00	5.294130680000000e+00	
57	5.796456260000000e+00	0.000000000000000e+00	4.487717746331874e-01	1.129794598891143e+00	3.926977158656419e-05	2.348904059698861e+00	3.707041736671136e-01	-3.595976150473638e+02	2.341040740418192e+00	5.394019930000000e+00	
58	5.696567000000000e+00	0.000000000000000e+00	4.584846925532270e-01	1.149684742634861e+00	2.299194344147541e-05	2.396473785296307e+00	3.820053753481464e-01	-3.531397855153450e+02	2.321761433472892e+00	5.493909190000000e+00	
59	5.596677740000000e+00	0.000000000000000e+00	4.685206922901963e-01	1.170092192294994e+00	1.583786421037168e-05	2.445531976073746e+00	3.937708388784969e-01	-3.464166634980019e+02	2.302342338973328e+00	5.593798450000000e+00	
60	5.496788480000000e+00	0.000000000000000e+00	4.788638496959824e-01	1.190948938905408e+00	3.269506477444542e-05	2.495992292144815e+00	4.060116795720615e-01	-3.394218973873935e+02	2.282726257333634e+00	5.693687710000000e+00	
61	5.396899220000000e+00	0.000000000000000e+00	4.895752882226938e-01	1.212382724981125e+00	1.891082552241510e-05	2.548134241605165e+00	4.187855326845446e-01	-3.321225527516888e+02	2.262924907010814e+00	5.793576970000000e+00	
62	5.297009970000000e+00	0.000000000000000e+00	5.005910985834612e-01	1.234220111134298e+00	-2.900890944304513e-05	2.601631664542104e+00	4.320524378541774e-01	-3.245414640833273e+02	2.242945957774409e+00	5.893466220000000e+00	
63	5.197120710000000e+00	0.000000000000000e+00	5.120289012525969e-01	1.256707933106868e+00	6.054848759590548e-05	2.657071095180028e+00	4.459434032873282e-01	-3.166037695500983e+02	2.222712181841295e+00	5.993355480000000e+00	
64	5.097231450000000e+00	0.000000000000000e+00	5.237856509517806e-01	1.279601328379911e+00	2.516617928988046e-05	2.713911590037803e+00	4.603548551631046e-01	-3.083686541925117e+02	2.202355900185569e+00	6.093244740000000e+00	
65	4.997342190000000e+00	0.000000000000000e+00	5.359679958557462e-01	1.303088176947662e+00	5.609110425562212e-05	2.772675513206578e+00	4.754358042823092e-01	-2.997509689815377e+02	2.181696906800327e+00	6.193134000000000e+00	
66	4.897452930000000e+00	0.000000000000000e+00	5.485479354215475e-01	1.327114868530110e+00	5.466955795505581e-05	2.833211716803998e+00	4.911406684749598e-01	-2.907767608714516e+02	2.160897945058092e+00	6.293023260000000e+00	
67	4.797563680000000e+00	0.000000000000000e+00	5.615521360790181e-01	1.351688526736798e+00	6.896356247914236e-05	2.895644621042340e+00	5.075393271322883e-01	-2.814060987815496e+02	2.139846982280252e+00	6.392912510000000e+00	
68	4.697674420000000e+00	0.000000000000000e+00	5.749433280009844e-01	1.376710816372686e+00	6.014492087923331e-05	2.959757242650211e+00	5.245917673441081e-01	-2.716618472319383e+02	2.118631633514390e+00	6.492801770000000e+00	
69	4.597785160000000e+00	0.000000000000000e+00	5.888008675969709e-01	1.402345157551190e+00	7.683507955890752e-05	3.025949633453205e+00	5.423876492131986e-01	-2.614927718781723e+02	2.097257642019132e+00	6.592691030000000e+00	
70	4.497895900000000e+00	0.000000000000000e+00	6.031413846769482e-01	1.428557068942394e+00	9.485556584756065e-05	3.094274232761105e+00	5.609942959953765e-01	-2.508604022883563e+02	2.075605393549099e+00	6.692580290000000e+00	
71	4.398006640000000e+00	0.000000000000000e+00	6.179315146772242e-01	1.455282936202173e+00	8.482987621581498e-05	3.164550949845721e+00	5.803565764928267e-01	-2.397962420040991e+02	2.053836144138976e+00	6.792469550000000e+00	
72	4.298117390000000e+00	0.000000000000000e+00	6.332166050681503e-01	1.482549199513406e+00	7.297830497098536e-05	3.236985424086702e+00	6.005760721585035e-01	-2.282422444808552e+02	2.031818625832330e+00	6.892358800000000e+00	
73	4.198228130000000e+00	0.000000000000000e+00	6.489752137144170e-01	1.510285098532291e+00	2.482168511768120e-05	3.311437132516435e+00	6.216324196862932e-01	-2.162100458935468e+02	2.009620427288285e+00	6.992248060000000e+00	
74	4.098338870000000e+00	0.000000000000000e+00	6.652501546852141e-01	1.538562400049590e+00	-2.610292670908294e-05	3.388131700926923e+00	6.435882807892829e-01	-2.036638395489813e+02	1.987259314411660e+00	7.092137320000000e+00	
75	3.998449610000000e+00	0.000000000000000e+00	6.821176207524333e-01	1.567494953733545e+00	7.286582628882052e-05	3.467420502265094e+00	6.665527298677040e-01	-1.905412972184549e+02	1.964695470995380e+00	7.192026580000000e+00	
76	3.898560350000000e+00	0.000000000000000e+00	6.993914875918738e-01	1.596677495074111e+00	8.694889955363852e-05	3.548347085688053e+00	6.903110791293291e-01	-1.769650976403834e+02	1.942095553556507e+00	7.291915840000000e+00	
77	3.798671100000000e+00	0.000000000000000e+00	7.173590376776480e-01	1.626556216637586e+00	1.793954018212266e-04	3.632280406449064e+00	7.152940329941583e-01	-1.626891240033382e+02	1.919086164785997e+00	7.391805090000000e+00	
78	3.698781840000000e+00	0.000000000000000e+00	7.359933681769683e-01	1.657077905850409e+00	2.691052981045652e-04	3.719066757400828e+00	7.414495287619374e-01	-1.477431264217501e+02	1.895837753158950e+00	7.491694350000000e+00	
79	3.598892580000000e+00	0.000000000000000e+00	7.552861301082574e-01	1.688160363861082e+00	2.246322316150643e-04	3.808653508221004e+00	7.688108540554274e-01	-1.321080833968987e+02	1.872337680631739e+00	7.591583610000001e+00	
80	3.499003320000000e+00	0.000000000000000e+00	7.747488436708468e-01	1.718904497974406e+00	1.025668518251654e-04	3.898659468662996e+00	7.967307526723426e-01	-1.161538556158042e+02	1.849061994760397e+00	7.691472870000000e+00	
81	3.399114060000000e+00	0.000000000000000e+00	7.950629564042325e-01	1.750488860422701e+00	1.855424337178690e-04	3.992382281882362e+00	8.261431900240114e-01	-9.934674855770781e+01	1.825437267610596e+00	7.791362130000000e+00	
82	3.299224810000000e+00	0.000000000000000e+00	8.160561100567102e-01	1.782496218825253e+00	1.965919153752980e-04	4.088912945493734e+00	8.568704856097731e-01	-8.178829393727254e+01	1.801552819275803e+00	7.891251380000000e+00	
83	3.199335550000000e+00	0.000000000000000e+00	8.376392017020432e-01	1.814777557687495e+00	2.640089061826134e-04	4.187830217488485e+00	8.887749903134755e-01	-6.355714839229972e+01	1.777603828530424e+00	7.991140640000000e+00	
84	3.099446290000000e+00	0.000000000000000e+00	8.599966743348306e-01	1.847506692109657e+00	2.695675351579046e-04	4.289943537092457e+00	9.221880545009917e-01	-4.446396885657617e+01	1.753330852391526e+00	8.091029900000001e+00	
85	2.999557030000000e+00	0.000000000000000e+00	8.828952731127941e-01	1.880286833998407e+00	2.296394755609361e-04	4.394144693701438e+00	9.567749781131054e-01	-2.470001250679691e+01	1.729022282220939e+00	8.190919160000000e+00	
86	2.899667770000000e+00	0.000000000000000e+00	9.064702613059374e-01	1.913275919992608e+00	1.965948707465035e-04	4.501051967591322e+00	9.927550662881611e-01	-4.139962121050786e+00	1.704573583412547e+00	8.290808419999999e+00	
87	2.799778520000000e+00	0.000000000000000e+00	9.306906592710948e-01	1.946356941056252e+00	1.815277444084919e-04	4.610515947525392e+00	1.030121626528139e+00	1.721235801607968e+01	1.680008744282641e+00	8.390697670000000e+00	
88	2.699889260000000e+00	0.000000000000000e+00	9.556547876137826e-01	1.979642191673040e+00	2.756515247741929e-04	4.722962560312794e+00	1.069017881380762e+00	3.943878936043559e+01	1.655311311745056e+00	8.490586929999999e+00	
89	2.600000000000000e+00	0.000000000000000e+00	9.815348272317050e-01	2.013228872056083e+00	1.911799397934396e-04	4.839088552016000e+00	1.109767521801490e+00	6.272429817227999e+01	1.630272759136645e+00	8.590476190000000e+00	
90	2.500110740000000e+00	0.000000000000000e+00	1.007578783033166e+00	2.045988660974368e+00	-1.853518019082523e-05	4.955431379294030e+00	1.151255967988506e+00	8.643198170771757e+01	1.605512719196805e+00	8.690365450000000e+00	
91	2.400221480000000e+00	0.000000000000000e+00	1.035021993120256e+00	2.079573127996540e+00	3.413439971692217e-04	5.077649031891394e+00	1.195401135942225e+00	1.116577919669855e+02	1.580078136206275e+00	8.790254709999999e+00	
92	2.300332230000000e+00	0.000000000000000e+00	1.062380357430332e+00	2.111920310847717e+00	1.921343944531979e-04	5.198922874276745e+00	1.239906141054359e+00	1.370892234596338e+02	1.555174366239005e+00	8.890143960000000e+00	
93	2.200442970000000e+00	0.000000000000000e+00	1.090754897957424e+00	2.144454918453496e+00	2.850141742806480e-04	5.324335186196045e+00	1.286522279211838e+00	1.637270166924791e+02	1.529962073393816e+00	8.990033220000001e+00	
94	2.100553710000000e+00	0.000000000000000e+00	1.119964684187927e+00	2.176776908981622e+00	8.565285217620363e-05	5.452928944504912e+00	1.335009589712541e+00	1.914340512643094e+02	1.504546267158074e+00	9.089922480000000e+00	
95	2.000664450000000e+00	0.000000000000000e+00	1.149288329120861e+00	2.207895055438799e+00	-1.243796660155100e-04	5.581385863211308e+00	1.384237962392105e+00	2.195645499383456e+02	1.479430383615704e+00	9.189811740000000e+00	
96	1.900775190000000e+00	0.000000000000000e+00	1.180149425520149e+00	2.239418637410496e+00	5.173150466404794e-04	5.716146335367359e+00	1.436566818276135e+00	2.494667533006485e+02	1.453583106296911e+00	9.289701000000001e+00	
97	1.800885940000000e+00	0.000000000000000e+00	1.210857603723319e+00	2.269382682749463e+00	6.589983267954225e-04	5.849584104131694e+00	1.489180653356501e+00	2.795318019180006e+02	1.428313390020811e+00	9.389590249999999e+00	
98	1.700996680000000e+00	0.000000000000000e+00	1.242749609483364e+00	2.299141349361293e+00	6.283550255673043e-04	5.987772047076218e+00	1.544406263973853e+00	3.110892936993449e+02	1.402584630730253e+00	9.489479510000001e+00	
99	1.601107420000000e+00	0.000000000000000e+00	1.275096302209819e+00	2.327857550871399e+00	4.970704377792906e-04	6.127336947181087e+00	1.600972150193065e+00	3.434126572531800e+02	1.376984371820293e+00	9.589368770000000e+00	
100	1.501218160000000e+00	0.000000000000000e+00	1.307707846059131e+00	2.355148567133587e+00	3.174419214286193e-05	6.267314952985351e+00	1.658613448544815e+00	3.763505420256084e+02	1.351532005611372e+00	9.689258030000000e+00	
101	1.401328900000000e+00	0.000000000000000e+00	1.341070028304046e+00	2.381528613971479e+00	-1.731518492868786e-04	6.410010742583412e+00	1.718160538028618e+00	4.103774503020678e+02	1.325971497876752e+00	9.789147290000001e+00	
102	1.301439650000000e+00	0.000000000000000e+00	1.374368388008495e+00	2.406118241661017e+00	-3.357726492869286e-04	6.551705105629517e+00	1.778199756409040e+00	4.446855750908799e+02	1.300801713018131e+00	9.889036539999999e+00	
103	1.201550390000000e+00	0.000000000000000e+00	1.409112572071789e+00	2.430105347500072e+00	5.347427523712581e-04	6.699090519633893e+00	1.841461543466644e+00	4.808351676952251e+02	1.274990421604888e+00	9.988925800000001e+00	
104	1.101661130000000e+00	0.000000000000000e+00	1.443473634639905e+00	2.451986463717818e+00	5.183438576302789e-04	6.844111144500141e+00	1.904620875982352e+00	5.169262148470585e+02	1.249813933807981e+00	1.008881506000000e+01	
105	1.001771870000000e+00	0.000000000000000e+00	1.478178480093607e+00	2.472196343380430e+00	1.083023391168618e-05	6.989956505999136e+00	1.969052046631608e+00	5.537440266466331e+02	1.224692071711698e+00	1.018870432000000e+01	
106	9.018826100000000e-01	0.000000000000000e+00	1.513599814598567e+00	2.490977790944874e+00	-2.723346610832788e-06	7.138322694693985e+00	2.035433317433980e+00	5.916761813908457e+02	1.199421598669433e+00	1.028859358000000e+01	
107	8.019933600000000e-01	0.000000000000000e+00	1.548488580659516e+00	2.507416397373938e+00	-2.705384295608267e-04	7.283655247020094e+00	2.101426783657959e+00	6.293867335188338e+02	1.174765844425413e+00	1.038848283000000e+01	
108	7.021041000000000e-01	0.000000000000000e+00	1.584417933089626e+00	2.522464674280188e+00	5.503628442937575e-04	7.432975950752710e+00	2.170014879316548e+00	6.685799310380274e+02	1.149727329630178e+00	1.048837209000000e+01	
109	6.022148400000000e-01	0.000000000000000e+00	1.619435376699673e+00	2.534891360660999e+00	7.377272449563513e-04	7.577546093304271e+00	2.237448672569444e+00	7.071135271825398e+02	1.125477973744891e+00	1.058826135000000e+01	
110	5.023255800000000e-01	0.000000000000000e+00	1.654993966931376e+00	2.545680861454197e+00	4.997285780607095e-04	7.724188834666759e+00	2.306531736657738e+00	7.465895638044217e+02	1.101189402575255e+00	1.068815061000000e+01	
111	4.024363200000000e-01	0.000000000000000e+00	1.690433846394454e+00	2.554213146319130e+00	1.934428272574957e-04	7.869603675896041e+00	2.375968042934477e+00	7.862674531054155e+02	1.077143913768743e+00	1.068815061000000e+01	
112	3.025470700000000e-01	0.000000000000000e+00	1.725813303789081e+00	2.560374639853454e+00	-2.044952693745597e-04	8.013943874001333e+00	2.445875637020515e+00	8.262146497260088e+02	1.053235305456698e+00	1.058826136000000e+01	
113	2.026578100000000e-01	0.000000000000000e+00	1.762165310305192e+00	2.564655793907593e+00	4.110472173637940e-04	8.162083352657300e+00	2.518313196588569e+00	8.676075409077541e+02	1.028932486441916e+00	1.048837210000000e+01	
114	1.027685500000000e-01	0.000000000000000e+00	1.798166434662290e+00	2.566160384684833e+00	5.720618708839085e-04	8.307649321947572e+00	2.590627032868169e+00	9.089297330675251e+02	1.004852689716448e+00	1.038848284000000e+01	
115	2.879290000000000e-03	0.000000000000000e+00	1.834894929098777e+00	2.565511190819926e+00	4.146799503162425e-04	8.456032976003721e+00	2.665004499821645e+00	9.514311427552260e+02	9.805174513085345e-01	1.028859358000000e+01	
116	-9.700997000000000e-02	0.000000000000000e+00	1.871828558344564e+00	2.562053171284916e+00	6.652755405211824e-04	8.604397157497989e+00	2.740400091030473e+00	9.945143377316989e+02	9.560577234346266e-01	1.018870432000000e+01	
117	-1.968992200000000e-01	0.000000000000000e+00	1.909391064779810e+00	2.556007866323184e+00	7.551793834065286e-04	8.755031704557409e+00	2.817692229767710e+00	1.038681274152977e+03	9.313308028540616e-01	1.008881507000000e+01	
118	-2.967884800000000e-01	0.000000000000000e+00	1.946693552608929e+00	2.547025590153828e+00	5.180680198929281e-04	8.903863780971557e+00	2.895047221828334e+00	1.082884126759048e+03	9.067606774428149e-01	9.988925810000000e+00	
119	-3.966777400000000e-01	0.000000000000000e+00	1.983904724534750e+00	2.534986946593411e+00	7.075941319246527e-04	9.051602929393830e+00	2.972811743195083e+00	1.127320996111476e+03	8.822011441192510e-01	9.889036550000000e+00	
