"PointID","x","y","Displacement_x","Displacement_y","Velocity_x","Velocity_y","Acceleration_x","Acceleration_y","Sxx","Syy","Sxy","Von_Mises_Stress"
10, -9.253454000000000e-02, 1.499170000000000e-02, -1.026959063475046e-03, 4.341705370348453e-03, -9.448920725773653e-02, 3.148016819642038e-01, 1.810536071255263e+01, -4.115896020402377e+01, -2.277169666410610e+06, -6.984258233325905e+04, -9.886884489148049e+04, 2.216166295669647e+06
11, -7.982535000000000e-02, 1.491658000000000e-02, -1.084469677572653e-03, 5.138019389730908e-03, -1.041652120019917e-01, 3.875009641095228e-01, 2.124218298732554e+01, -5.027219307505455e+01, -1.874151228781529e+06, -4.965420115711509e+04, -7.689073786053367e+04, 1.830966451381693e+06
12, -6.688208000000000e-02, 1.477656000000000e-02, -1.133613755634866e-03, 5.977367395379760e-03, -1.135476460407354e-01, 4.692033990704483e-01, 2.461593562341163e+01, -5.910055895625621e+01, -1.514555575733995e+06, -3.177944260935998e+04, -5.833234417217888e+04, 1.487358635457680e+06
13, -5.374259000000000e-02, 1.457506000000000e-02, -1.174556610666369e-03, 6.853105226320512e-03, -1.225148778834174e-01, 5.602837426199765e-01, 2.827674864441915e+01, -6.723335672729662e+01, -1.194532871330392e+06, -1.602384978644970e+04, -4.288029747153776e+04, 1.181625318578377e+06
14, -4.044550000000000e-02, 1.431595000000000e-02, -1.207581092717158e-03, 7.758486359894637e-03, -1.308671580138364e-01, 6.612192259723497e-01, 3.240358427458548e+01, -7.391612193018587e+01, -9.121448895140764e+05, -2.090976263726225e+03, -3.031759564820747e+04, 9.120716810897205e+05
15, -2.702974000000000e-02, 1.400332000000000e-02, -1.233095446560859e-03, 8.686782222445993e-03, -1.382629826278521e-01, 7.723591192801017e-01, 3.737199894808941e+01, -7.881348798284694e+01, -6.674681026805121e+05, 1.016308933241662e+04, -2.051730996375476e+04, 6.788725008581935e+05
16, -1.353473000000000e-02, 1.364154000000000e-02, -1.251662821302302e-03, 9.631389354877697e-03, -1.442785264834730e-01, 8.935853072290088e-01, 4.359200935988486e+01, -8.213890339736926e+01, -4.626673835516924e+05, 2.117380606197816e+04, -1.337918988369457e+04, 4.845805481594858e+05
17, -9.637083000000000e-13, 1.323506000000000e-02, -1.264022217435261e-03, 1.058599579928363e-02, -1.485613443836317e-01, 1.024318537280804e+00, 5.137242322389858e+01, -8.448817139518351e+01, -3.024507193013914e+05, 2.891161486280447e+04, -8.916661079009424e+03, 3.318418657763602e+05
18, 1.353473000000000e-02, 1.278846000000000e-02, -1.271101107433460e-03, 1.154482305699725e-02, -1.509556749472469e-01, 1.163662756906676e+00, 6.076199963181516e+01, -8.692825526560645e+01, -1.919070153344103e+05, 3.335191456136771e+04, -6.369690372570311e+03, 2.256188762483332e+05
19, 2.702974000000000e-02, 1.230631000000000e-02, -1.274006832734418e-03, 1.250280462182233e-02, -1.515329260208195e-01, 1.310793322887399e+00, 7.145769736060703e+01, -9.032716247200213e+01, -1.365571240710542e+05, 1.655487356127499e+04, -4.363194909049904e+03, 1.533604698030748e+05
20, 4.044550000000000e-02, 1.179317000000000e-02, -1.273786490541118e-03, 1.345650041102953e-02, -1.504063717583852e-01, 1.465485729635090e+00, 8.303675742248758e+01, -9.463614685739969e+01, -1.137049608290985e+05, -5.603683847398286e+03, -3.425125858014761e+03, 1.083181057517497e+05
21, 5.374259000000000e-02, 1.125353000000000e-02, -1.270989128838927e-03, 1.440326614676622e-02, -1.474742831496892e-01, 1.627669724007390e+00, 9.529324448177277e+01, -9.920770046046502e+01, -9.153323040054498e+04, -5.417728353846363e+03, -2.941388106882674e+03, 8.631620212182761e+04
22, 6.688208000000000e-02, 1.069178000000000e-02, -1.265806521565963e-03, 1.533980218845795e-02, -1.425612525847910e-01, 1.796428896812564e+00, 1.082216868065416e+02, -1.038042491852475e+02, -6.787413621900382e+04, -2.176609083486917e+03, -2.022901951057907e+03, 6.582198417653752e+04
23, 7.982535000000000e-02, 1.011222000000000e-02, -1.258421199786923e-03, 1.626276668931513e-02, -1.356378947252136e-01, 1.970661100198460e+00, 1.218122382305976e+02, -1.083867228729533e+02, -4.428986881693319e+04, 1.443908126086080e+01, -1.432233098933733e+03, 4.439681142758684e+04
24, 9.253454000000000e-02, 9.518999000000000e-03, -1.249032055967968e-03, 1.716890786866194e-02, -1.267673482491773e-01, 2.149312875048114e+00, 1.360105279110118e+02, -1.129108042928858e+02, -2.190184642837065e+04, 5.043065937107042e+02, -9.739735941650674e+02, 2.249066898732558e+04
25, 1.049722000000000e-01, 8.916182000000000e-03, -1.237856259953459e-03, 1.805506281997739e-02, -1.160496327863453e-01, 2.331317232064940e+00, 1.507346674587153e+02, -1.173103893339111e+02, -5.754769160855649e+02, 8.883731762904160e+02, -6.484107507051522e+02, 1.955659249324698e+03
26, 1.171021000000000e-01, 8.307683999999999e-03, -1.225108375803283e-03, 1.891818122971759e-02, -1.036019021121795e-01, 2.515546986174678e+00, 1.658935726026908e+02, -1.215374965952037e+02, 1.983729168683243e+04, 1.509067420099609e+03, -4.041047097822047e+02, 1.834603519122120e+04
27, 1.288884000000000e-01, 7.697351000000000e-03, -1.211002795619697e-03, 1.975526524547230e-02, -8.956515428621015e-02, 2.700800335737068e+00, 1.813885672656143e+02, -1.255813880472372e+02, 3.920555370864805e+04, 2.092692834286879e+03, -2.395478462253286e+02, 3.711595310593832e+04
28, 1.402968000000000e-01, 7.088912000000000e-03, -1.195755654131923e-03, 2.056347075963691e-02, -7.410889190219550e-02, 2.885845425594872e+00, 1.971117161125275e+02, -1.294630687726371e+02, 5.737375556292279e+04, 2.536959778325598e+03, -1.649291886970950e+02, 5.483778786996019e+04
29, 1.512935000000000e-01, 6.486048000000000e-03, -1.179586460605488e-03, 2.134004709085531e-02, -5.743044632874073e-02, 3.069425635309219e+00, 2.129445056142671e+02, -1.332256740711701e+02, 7.424303749233276e+04, 2.910446286305638e+03, -1.755377165266582e+02, 7.133345513940755e+04
30, 1.618466000000000e-01, 5.892357000000000e-03, -1.162717982910979e-03, 2.208244393583984e-02, -3.974747148118296e-02, 3.250294090269620e+00, 2.287629861371976e+02, -1.369309179193665e+02, 8.967941189739468e+04, 3.177964031634179e+03, -2.636369019189515e+02, 8.650305486245612e+04
31, 1.719248000000000e-01, 5.311408000000000e-03, -1.145375882859013e-03, 2.278823101271878e-02, -2.129477993847351e-02, 3.427199968663620e+00, 2.444392706779778e+02, -1.406581324236364e+02, 1.035690445825592e+05, 3.330029259596094e+03, -4.295899663678683e+02, 1.002426974052178e+05
32, 1.814989000000000e-01, 4.746728000000000e-03, -1.127789849455604e-03, 2.345521291592037e-02, -2.319271378987242e-03, 3.598924033979896e+00, 2.598458641300036e+02, -1.445034249518030e+02, 1.158228006391618e+05, 3.385616130287084e+03, -6.706764618892958e+02, 1.124451852590802e+05
33, 1.905404000000000e-01, 4.201807000000000e-03, -1.110189313523530e-03, 2.408133909621980e-02, 1.692238320652439e-02, 3.764264851731215e+00, 2.748549065182228e+02, -1.485758183062457e+02, 1.263189235957740e+05, 3.330608911378645e+03, -9.763677317798793e+02, 1.230038158948677e+05
34, 1.990233000000000e-01, 3.680033000000000e-03, -1.092802398116601e-03, 2.466483782381107e-02, 3.617084496717138e-02, 3.922080244062514e+00, 2.893422807024363e+02, -1.529933804271568e+02, 1.349013090926886e+05, 3.154598467044349e+03, -1.338821843091879e+03, 1.317739182706024e+05
35, 2.069223000000000e-01, 3.184785000000000e-03, -1.075856991526393e-03, 2.520410093092274e-02, 5.516389250534104e-02, 4.071262889158926e+00, 3.031853439902980e+02, -1.578750625184877e+02, 1.413755438657381e+05, 2.847557609299076e+03, -1.736030428614125e+03, 1.385714912341657e+05
36, 2.142143000000000e-01, 2.719501000000000e-03, -1.059587504441851e-03, 2.569779665478851e-02, 7.363948601932879e-02, 4.210776492155620e+00, 3.162657035466426e+02, -1.633296000946610e+02, 1.454480638688072e+05, 2.388706995083832e+03, -2.130587753663138e+03, 1.431228046323422e+05
37, 2.208774000000000e-01, 2.287439000000000e-03, -1.044215481821554e-03, 2.614481326347497e-02, 9.134057315638278e-02, 4.339646132544697e+00, 3.284674095001469e+02, -1.694380013546368e+02, 1.466532377750450e+05, 1.774586568517616e+03, -2.457124985697308e+03, 1.449619723520757e+05
38, 2.268939000000000e-01, 1.891072000000000e-03, -1.029915191187912e-03, 2.654447489723846e-02, 1.080326665835447e-01, 4.457027661250507e+00, 3.396824510159686e+02, -1.762340289999554e+02, 1.444613569469951e+05, 9.968185631252090e+02, -2.648717564177496e+03, 1.435623090948178e+05
39, 2.322460000000000e-01, 1.533172000000000e-03, -1.016873776010553e-03, 2.689626329296911e-02, 1.234781070518258e-01, 4.562138643998419e+00, 3.498050002776180e+02, -1.836715252125352e+02, 1.384681399918349e+05, 4.829770004049897e+01, -2.537550961240260e+03, 1.385128492220444e+05
40, 2.369133000000000e-01, 1.218487000000000e-03, -1.005390245808243e-03, 2.719966368798172e-02, 1.373986103100340e-01, 4.654222080056013e+00, 3.587310455159577e+02, -1.915841606108091e+02, 1.281443760563324e+05, -1.117222666400254e+03, -1.903221886846593e+03, 1.293176318935629e+05
41, 2.408804000000000e-01, 9.500542000000000e-04, -9.956454051109097e-04, 2.745467336602198e-02, 1.495601498069263e-01, 4.732701192232693e+00, 3.663720506943907e+02, -1.996684859868599e+02, 1.126499905205745e+05, -2.380806238878577e+03, -7.469432720114055e+02, 1.150404967831807e+05
42, 2.441551000000000e-01, 7.221023000000000e-04, -9.872876469946780e-04, 2.766293159606889e-02, 1.599503808922884e-01, 4.797537714921614e+00, 3.726799566187667e+02, -2.075291545149903e+02, 9.242519499173993e+04, -3.657835444507056e+03, 7.077777041384470e+02, 9.609345729510760e+04
43, 2.467325000000000e-01, 5.343920000000000e-04, -9.802787679949892e-04, 2.782529011838614e-02, 1.684383674809886e-01, 4.848540964319935e+00, 3.776085882935448e+02, -2.146197034783002e+02, 7.020923862854941e+04, -5.114614603014410e+03, 3.168006159566630e+03, 7.558986650178963e+04
44, 2.485345000000000e-01, 4.176267000000000e-04, -9.763507977967196e-04, 2.793791646232856e-02, 1.741584667754645e-01, 4.884195185514191e+00, 3.810712971880935e+02, -2.200636179385341e+02, 4.334617467722653e+04, -7.145521264873759e+03, 6.239174188995532e+03, 5.201077328161945e+04
45, 2.495362000000000e-01, 3.807847000000000e-04, -9.759535262110346e-04, 2.800020887710688e-02, 1.768004677988335e-01, 4.904052520790210e+00, 3.830596645495101e+02, -2.231948801204264e+02, 1.203381927185449e+04, -4.758849785756030e+03, 4.209559414466196e+03, 1.878497527105409e+04
46, 2.500000000000000e-01, 3.150000000000000e-04, -9.727657839085949e-04, 2.802911629484242e-02, 1.789942361902619e-01, 4.913150027096915e+00, 3.838174865773548e+02, -2.247639724360581e+02, 2.568479149399883e+03, 7.797611562748765e+03, 4.480545651628569e+03, 1.037521002879684e+04
47, -1.990233000000000e-01, 8.841386000000000e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -9.039761159007864e+06, -3.144340811943810e+06, 2.079675094081486e+06, 7.214996538900638e+06
48, -1.905404000000000e-01, 9.324733000000000e-03, -9.580501052875926e-05, 6.947463344607566e-05, -6.462466193493447e-03, 3.543505313456396e-03, -4.687102684253477e-01, 1.190124136614986e+00, -7.167427793743320e+06, 5.422691682906651e+05, -2.384371577652031e+05, 7.724431134990373e+06
49, -1.814989000000000e-01, 9.756861000000000e-03, -1.976412202041637e-04, 2.272945557032838e-04, -1.366852967091116e-02, 1.205487362704141e-02, -5.044822789997495e-01, 1.545394991584573e+00, -6.534507852238324e+06, -1.505973450931555e+04, -1.682329481904422e+05, 6.528124773561525e+06
50, -1.719248000000000e-01, 1.013586000000000e-02, -2.908790781918518e-04, 4.723562976233855e-04, -2.079673974140177e-02, 2.615086873874877e-02, 5.594591136871507e-02, 7.751796053266439e-01, -5.427307749496371e+06, 4.714312197067461e+04, -1.503492892872425e+05, 5.482702981127375e+06
51, -1.618466000000000e-01, 1.046039000000000e-02, -3.793566663744226e-04, 8.042335228202516e-04, -2.810321835668047e-02, 4.636848889818716e-02, 1.119716063124037e+00, -1.265991776416152e+00, -4.630137988456954e+06, 3.965475551813344e+04, -1.224697727320324e+05, 4.676212105178135e+06
52, -1.512935000000000e-01, 1.072941000000000e-02, -4.624686171214864e-04, 1.218048498983944e-03, -3.554490378255150e-02, 7.297090039669922e-02, 2.647918893167304e+00, -4.765695082950691e+00, -3.943067855847672e+06, 4.270440588214734e+04, -9.842514072116258e+04, 3.990630345657031e+06
53, -1.402968000000000e-01, 1.094255000000000e-02, -5.402821646656130e-04, 1.709322655110737e-03, -4.312028026911831e-02, 1.062857684679154e-01, 4.579096385548635e+00, -9.802641340800328e+00, -3.362595446302147e+06, 4.346518874305452e+04, -7.695004446248119e+04, 3.409535787607403e+06
54, -1.288884000000000e-01, 1.109975000000000e-02, -6.126992096324130e-04, 2.273121702859147e-03, -5.081104952553594e-02, 1.466564534465716e-01, 6.845595288425598e+00, -1.634644216039204e+01, -2.863051030791696e+06, 4.406208863193136e+04, -5.805819316086039e+04, 2.909431165072889e+06
55, -1.171021000000000e-01, 1.120162000000000e-02, -6.796217002883590e-04, 2.904127895586572e-03, -5.858673981433020e-02, 1.944524805781609e-01, 9.384123104175584e+00, -2.423341745774443e+01, -2.428715200767713e+06, 4.437287916014894e+04, -4.162978754209312e+04, 2.474489201416017e+06
56, -1.049722000000000e-01, 1.124912000000000e-02, -7.409450099197265e-04, 3.596702505442900e-03, -6.639814232429450e-02, 2.500875545513132e-01, 1.215268692077041e+01, -3.312654531404121e+01, -2.047384450279207e+06, 4.445873534103768e+04, -2.753783419139615e+04, 2.092568097451947e+06
57, -9.253454000000000e-02, 1.124378000000000e-02, -7.965855965035391e-04, 4.344860699897504e-03, -7.417161223996684e-02, 3.140154613174693e-01, 1.514979983407763e+01, -4.250854569327367e+01, -1.710004993044915e+06, 4.433778160063919e+04, -1.567416087165265e+04, 1.754622833610455e+06
58, -7.982535000000000e-02, 1.118743000000000e-02, -8.464880685776629e-04, 5.142365478213617e-03, -8.181834823598033e-02, 3.866643221805141e-01, 1.840144379583828e+01, -5.185067370850761e+01, -1.409963651062718e+06, 4.402344231191351e+04, -5.956418365201520e+03, 1.454035894804174e+06
59, -6.688208000000000e-02, 1.108242000000000e-02, -8.906517455300223e-04, 5.982721007667642e-03, -8.922595852397724e-02, 4.683196308851756e-01, 2.197328278341171e+01, -6.088017696092105e+01, -1.142603122631523e+06, 4.350505354586111e+04, 1.676456141402799e+03, 1.186112915204794e+06
60, -5.374259000000000e-02, 1.093129000000000e-02, -9.291302174281513e-04, 6.859279750789280e-03, -9.625150320546036e-02, 5.593591363889543e-01, 2.598260415339981e+01, -6.916039433779905e+01, -9.049433849914415e+05, 4.279567597302685e+04, 7.257216118199867e+03, 9.478501972468842e+05
61, -4.044550000000000e-02, 1.073696000000000e-02, -9.620599143046929e-04, 7.765294109033938e-03, -1.027075955635870e-01, 6.602470291319098e-01, 3.058805914322547e+01, -7.599691863810750e+01, -6.954634636642906e+05, 4.206793054044612e+04, 1.077012580506104e+04, 7.378458781324255e+05
62, -2.702974000000000e-02, 1.050249000000000e-02, -9.896655976860172e-04, 8.694037774609831e-03, -1.083337655790934e-01, 7.713081214983415e-01, 3.603071550720365e+01, -8.105680056306474e+01, -5.142292549023045e+05, 4.148382532322191e+04, 1.213184496593112e+04, 5.562425317996205e+05
63, -1.353473000000000e-02, 1.023115000000000e-02, -1.012290114155753e-03, 9.638910597128750e-03, -1.128191429399966e-01, 8.924278536125068e-01, 4.261124975296936e+01, -8.453747924477236e+01, -3.627631397231948e+05, 4.143570355382933e+04, 1.123224953240097e+04, 4.048226261274396e+05
64, -9.637083000000000e-13, 9.926297000000001e-03, -1.030409126844387e-03, 1.059361804468660e-02, -1.158929964193965e-01, 1.023034420512140e+00, 5.054702201010233e+01, -8.705625455522951e+01, -2.447061350253961e+05, 4.050567794141502e+04, 8.070458774528753e+03, 2.856681772181506e+05
65, 1.353473000000000e-02, 9.591344000000000e-03, -1.044654812548565e-03, 1.155239465428884e-02, -1.174147672694462e-01, 1.162252214305668e+00, 5.986516227332637e+01, -8.964693706015893e+01, -1.623987354380590e+05, 3.844773100385860e+04, 3.500625944751474e+03, 2.009684567543489e+05
66, 2.702974000000000e-02, 9.229734000000000e-03, -1.055740550369957e-03, 1.251027512627158e-02, -1.173645658878688e-01, 1.309295177197392e+00, 7.040430570563608e+01, -9.313911300034613e+01, -1.181062635108130e+05, 1.989156743979653e+04, 1.974444097867768e+02, 1.379983959481154e+05
67, 4.044550000000000e-02, 8.844876000000000e-03, -1.064322752791195e-03, 1.346380710833442e-02, -1.157529611494297e-01, 1.463918740914684e+00, 8.191875201033098e+01, -9.750448120441555e+01, -9.766035524102979e+04, -1.623020558266449e+03, -8.425161211097361e+02, 9.605211599244662e+04
68, 5.374259000000000e-02, 8.440148000000000e-03, -1.070859791279731e-03, 1.441028629479147e-02, -1.125514391654000e-01, 1.625994232454824e+00, 9.421171222690393e+01, -1.021515374513035e+02, -8.051029749690134e+04, -2.777254359382735e+03, -7.056777789063885e+02, 7.774585468004001e+04
69, 6.688208000000000e-02, 8.018835000000000e-03, -1.075541559039287e-03, 1.534650029774963e-02, -1.076817894577730e-01, 1.794666813570048e+00, 1.072026419003470e+02, -1.068043903333723e+02, -6.361206803118326e+04, -7.930188378562982e+02, -1.640665376406675e+02, 6.281990618322130e+04
70, 7.982535000000000e-02, 7.584165000000000e-03, -1.078455116849138e-03, 1.626912465597234e-02, -1.010989108953317e-01, 1.968842867262329e+00, 1.208639756774911e+02, -1.114052259495814e+02, -4.620729700218917e+04, 1.162897453506336e+02, 6.809916895808374e+01, 4.632378696894388e+04
71, 9.253454000000000e-02, 7.139249000000000e-03, -1.079705711441665e-03, 1.717491184664315e-02, -9.284019712451752e-02, 2.147459028542483e+00, 1.351420254577753e+02, -1.159115879162284e+02, -2.938303815445074e+04, -4.493524268531444e+02, 1.122028458002571e+02, 2.893455594436880e+04
72, 1.049722000000000e-01, 6.687137000000000e-03, -1.079418957271828e-03, 1.806069709886922e-02, -8.298940858364945e-02, 2.329443330588211e+00, 1.499525829135087e+02, -1.202634237883130e+02, -1.324603611032962e+04, -1.070202656939467e+03, 6.588398780069292e+01, 1.217654643501551e+04
73, 1.171021000000000e-01, 6.230763000000000e-03, -1.077724848859126e-03, 1.892343297760739e-02, -7.165035615874304e-02, 2.513669957586912e+00, 1.651977667275621e+02, -1.244157184898809e+02, 2.228142809746067e+03, -1.412424208757662e+03, -3.263537487877602e+01, 3.641152082375995e+03
74, 1.288884000000000e-01, 5.773013000000000e-03, -1.074753446527613e-03, 1.976012620767578e-02, -5.894630918236998e-02, 2.698939257650538e+00, 1.807722709745188e+02, -1.283591555948535e+02, 1.697812612319238e+04, -1.731957471618522e+03, -1.888468143031596e+02, 1.871389538823764e+04
75, 1.402968000000000e-01, 5.316684000000000e-03, -1.070637009178196e-03, 2.056793666544757e-02, -4.502373964022910e-02, 2.884019655533390e+00, 1.965638928744194e+02, -1.321169300050835e+02, 3.090344745439028e+04, -2.116694461633213e+03, -4.087464029806779e+02, 3.303025986337573e+04
76, 1.512935000000000e-01, 4.864536000000000e-03, -1.065512086234632e-03, 2.134411726682044e-02, -3.005335347010973e-02, 3.067653697185102e+00, 2.124517022295315e+02, -1.357352435407305e+02, 4.392037152717353e+04, -2.499752973607890e+03, -6.870897191264739e+02, 4.644046002998426e+04
77, 1.618466000000000e-01, 4.419268000000000e-03, -1.059520588988911e-03, 2.208612151303429e-02, -1.422426294683876e-02, 3.248593305652566e+00, 2.283103636135898e+02, -1.392792265191553e+02, 5.592031140622210e+04, -2.907986032998097e+03, -1.015024075980911e+03, 5.886331349063392e+04
78, 1.719248000000000e-01, 3.983556000000000e-03, -1.052808510066020e-03, 2.279152283476376e-02, 2.259009936003364e-03, 3.425586183218094e+00, 2.440113560690282e+02, -1.428317536464925e+02, 6.681183873726254e+04, -3.347042686154499e+03, -1.390010287783491e+03, 7.021393848080072e+04
79, 1.814989000000000e-01, 3.560046000000000e-03, -1.045528209547227e-03, 2.345812939617949e-02, 1.918138858047591e-02, 3.597411194937697e+00, 2.594274606693406e+02, -1.464925761776915e+02, 7.651735620013153e+04, -3.796341450000564e+03, -1.808072619951190e+03, 8.039506537489040e+04
80, 1.905404000000000e-01, 3.151355000000000e-03, -1.037834273452618e-03, 2.408389412706538e-02, 3.631923260509295e-02, 3.762864531320696e+00, 2.744320677086196e+02, -1.503744917387198e+02, 8.493568863586945e+04, -4.265701189966038e+03, -2.262493237507690e+03, 8.931608729372184e+04
81, 1.990233000000000e-01, 2.760025000000000e-03, -1.029884009222212e-03, 2.466704853795110e-02, 5.344655750190963e-02, 3.920801368538264e+00, 2.889033076674908e+02, -1.545992987635574e+02, 9.194104151295894e+04, -4.759267417521311e+03, -2.744246310121884e+03, 9.685594095610648e+04
82, 2.069223000000000e-01, 2.388589000000000e-03, -1.021837099896034e-03, 2.520598750870204e-02, 7.033498080194400e-02, 4.070111522116770e+00, 3.027218598353279e+02, -1.592895922926916e+02, 9.737730546035185e+04, -5.279645935060774e+03, -3.234170763800801e+03, 1.028605323334359e+05
83, 2.142143000000000e-01, 2.039626000000000e-03, -1.013861886162656e-03, 2.569938212297129e-02, 8.675673718371568e-02, 4.209755693884340e+00, 3.157737809356182e+02, -1.645575947671222e+02, 1.010136626472879e+05, -5.836303973599960e+03, -3.696893467356869e+03, 1.071054781611137e+05
84, 2.208774000000000e-01, 1.715579000000000e-03, -1.006120191575857e-03, 2.614612309913561e-02, 1.024882326132455e-01, 4.338755983567369e+00, 3.279486178732272e+02, -1.704874717356175e+02, 1.024978576250750e+05, -6.411918716512086e+03, -4.075233604794041e+03, 1.092143282656131e+05
85, 2.268939000000000e-01, 1.418304000000000e-03, -9.987434144934969e-04, 2.654553633687224e-02, 1.173242411619100e-01, 4.456265618484773e+00, 3.391446466968083e+02, -1.771154648104783e+02, 1.014299537298007e+05, -6.989022347270411e+03, -4.290496628922941e+03, 1.087580241586418e+05
86, 2.322460000000000e-01, 1.149879000000000e-03, -9.918751243586262e-04, 2.689710524993534e-02, 1.310569448346088e-01, 4.561499504428669e+00, 3.492621618646417e+02, -1.843977248494359e+02, 9.749415541475061e+04, -7.559141750124892e+03, -4.171209824989128e+03, 1.053840178149798e+05
87, 2.369133000000000e-01, 9.138651000000000e-04, -9.857441976852271e-04, 2.720031741482766e-02, 1.434462265291321e-01, 4.653697208968479e+00, 3.582013834894050e+02, -1.921709306126907e+02, 9.028248124493577e+04, -8.137624611363298e+03, -3.503105855010381e+03, 9.866916559539129e+04
88, 2.408804000000000e-01, 7.125407000000000e-04, -9.804962539685189e-04, 2.745517088139352e-02, 1.542858239642826e-01, 4.732279132413426e+00, 3.658755779034615e+02, -2.001337843382175e+02, 7.919041183120295e+04, -8.574186253918269e+03, -2.296187909491622e+03, 8.788466642541032e+04
89, 2.441551000000000e-01, 5.415768000000000e-04, -9.758912191536394e-04, 2.766330081833494e-02, 1.635446848885762e-01, 4.797207929994674e+00, 3.722387340385823e+02, -2.078887176960494e+02, 6.454499187974384e+04, -8.835764344895571e+03, -7.200878376268120e+02, 7.339488735651517e+04
90, 2.467325000000000e-01, 4.007940000000000e-04, -9.719177298264158e-04, 2.782555765768936e-02, 1.710975107071859e-01, 4.848291299275661e+00, 3.772395931280744e+02, -2.148897145952831e+02, 4.829379345001007e+04, -9.136022371982926e+03, 1.949506778948928e+03, 5.756201917994805e+04
91, 2.485345000000000e-01, 3.132200000000000e-04, -9.698550207744449e-04, 2.793812214408985e-02, 1.762353165806607e-01, 4.883997074870118e+00, 3.807593987623109e+02, -2.202770123096266e+02, 2.804053645223475e+04, -1.004063665117078e+04, 4.794885766637258e+03, 3.927008356232437e+04
92, 2.495362000000000e-01, 2.855885000000000e-04, -9.700448623928465e-04, 2.800039372623451e-02, 1.786935061393982e-01, 4.903870614447760e+00, 3.827663520175273e+02, -2.233912205615437e+02, 4.501495263262662e+03, -5.289476684388300e+03, 1.541698120244368e+03, 1.026501164419935e+04
93, 2.501265000000000e-01, 1.963230000000000e-04, -9.656470416410587e-04, 2.803719385207799e-02, 1.815951323890472e-01, 4.915438448147190e+00, 3.837120111719078e+02, -2.254010049882710e+02, -2.459411713092689e+03, 2.843781652955397e+03, 4.094451832584860e+03, 9.756126440095295e+03
