"PointID","x","y","Pressure","Velocity_x","Velocity_y","ProgressVariable","EnthalpyTot","Y-CO","Y-NOx_tot","Pressure_Coefficient","Density","Laminar_Viscosity","Heat_Capacity","Thermal_Conductivity","Temperature","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Residual_Pressure","Residual_Velocity_x","Residual_Velocity_y","Residual_ProgressVariable","Residual_EnthalpyTot","Residual_Y-CO","Residual_Y-NOx_tot"
4452, 5.943506364274987e-03, 8.392920973066551e-05, 1.442264958728093e-01, 1.750910082337155e-01, 4.899601423020985e-03, 2.089201676102303e-01, -1.488907809767242e+06, 7.745994293829494e-04, 2.292653911542254e-06, 6.128951889886504e+00, 3.477417550338832e-01, 3.896329352932327e-05, 1.272595281812477e+03, 7.455472997896956e-02, 9.781401561475336e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.131043094468667e-17, 3.460995151326792e-17, 1.320524364769454e-18, -4.631703812819486e-20, 4.236527795242750e-12, 6.147367851833139e-20, 2.140997766664853e-21
4453, 5.983685704328974e-03, 6.863409541797022e-05, 1.407520135607859e-01, 1.417122624180054e-01, 2.777060054093761e-03, 2.089315525788658e-01, -1.510883157250723e+06, 7.672003754790830e-04, 2.266612402254935e-06, 5.981302633043764e+00, 3.539455593216305e-01, 3.847361407920053e-05, 1.267988230067802e+03, 7.338370244751134e-02, 9.609934713410543e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.186947268987451e-17, 3.062590557607772e-17, 7.201897634029689e-19, -3.725514042394433e-20, 3.625474920276872e-12, 6.801270039589576e-20, 2.477814337353282e-21
4454, 6.023890751828185e-03, 5.533399601562639e-05, 1.372526131022356e-01, 1.130404570593586e-01, 1.585628908517883e-03, 2.089423804816763e-01, -1.528890065338008e+06, 7.600384722862792e-04, 2.241411513391585e-06, 5.832594471453152e+00, 3.591656417480997e-01, 3.806832034454037e-05, 1.264106550421342e+03, 7.241755069576858e-02, 9.469192528283031e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.258203915675219e-17, 2.688260890180985e-17, 3.800001559619605e-19, -4.939213375414902e-20, 2.971005386154246e-12, 7.510779605583604e-20, 2.895471284705082e-21
4455, 6.064120302997316e-03, 4.376869218750156e-05, 1.338235521825292e-01, 8.867212491596035e-02, 8.216033816841551e-04, 2.089526574147545e-01, -1.543547961726661e+06, 7.531162582248541e-04, 2.216925325838428e-06, 5.686875411462227e+00, 3.636251634118989e-01, 3.773362978894624e-05, 1.260821490352054e+03, 7.162381621199385e-02, 9.354307065706640e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.345861237804198e-17, 2.339759110200554e-17, 1.840179077909967e-19, -4.809066845787340e-20, 2.619945926873868e-12, 8.280992677091017e-20, 3.406863076641508e-21
4456, 6.104373151096410e-03, 3.371190625000155e-05, 1.302244197168626e-01, 6.771828025976091e-02, 5.805829127493142e-04, 2.089623882656434e-01, -1.555515147856958e+06, 7.464419746206779e-04, 2.193050189708965e-06, 5.533929105765026e+00, 3.672508831457013e-01, 3.746092747643446e-05, 1.258147026863384e+03, 7.097692795903368e-02, 9.260670741794368e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.452889144645700e-17, 1.994270252883286e-17, 7.686823996332776e-20, -3.675213302436183e-20, 2.359661077644404e-12, 9.107237016510276e-20, 4.027773014962280e-21
4457, 6.144648086564383e-03, 2.496687500000167e-05, 1.266752892189326e-01, 4.968751354997119e-02, 4.878269780230252e-04, 2.089715934943507e-01, -1.565235063221871e+06, 7.400101426553264e-04, 2.169746534181799e-06, 5.383107649963138e+00, 3.703606842739051e-01, 3.723642287448647e-05, 1.255896981971777e+03, 7.044722229975435e-02, 9.184395919820049e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.584375127839169e-17, 1.642266851933795e-17, 2.096406544454393e-20, -8.413835379306976e-20, 2.108160868097286e-12, 9.997742747818856e-20, 4.780677447641258e-21
4458, 6.184943897163178e-03, 1.736250000000173e-05, 1.234204758387306e-01, 3.417264147970229e-02, 3.551779003073988e-04, 2.089802966871690e-01, -1.573120554216305e+06, 7.338139019386628e-04, 2.146979072999933e-06, 5.244793295883502e+00, 3.728519914194094e-01, 3.705513946369904e-05, 1.254086102343220e+03, 7.001908756144004e-02, 9.122710176453375e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.755003297618647e-17, 1.276437954226093e-17, -5.823351512373315e-21, -9.049790413489783e-20, 1.675340421947169e-12, 1.094779910166207e-19, 5.686700028937097e-21
4459, 6.225259368122705e-03, 1.075000000000164e-05, 1.205959028812612e-01, 2.089686394357354e-02, 1.823195869189509e-04, 2.089885202505438e-01, -1.579517215422512e+06, 7.278456522217504e-04, 2.124744873572796e-06, 5.124762148617251e+00, 3.748670851339675e-01, 3.690852703749366e-05, 1.252621678450617e+03, 6.967283117856268e-02, 9.072820442796996e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.979654964076209e-17, 8.819567608704729e-18, -9.582060215814273e-21, -6.646685896636684e-20, 1.178256277267753e-12, 1.199627932591370e-19, 6.773352936885070e-21
4460, 6.265593282286344e-03, 5.000000000001531e-06, 1.181506482724790e-01, 9.612815813311680e-03, 4.957020930200517e-05, 2.089962905524040e-01, -1.584689738205175e+06, 7.220959908919138e-04, 2.103044228940839e-06, 5.020850258051968e+00, 3.765837654842343e-01, 3.678888068899675e-05, 1.251407760340758e+03, 6.939161432464812e-02, 9.032426000931819e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.266078493445760e-17, 4.612053865949650e-18, -2.504041150320525e-20, -5.638570147573087e-20, 4.154318816035341e-12, 1.308886792639292e-19, 8.074788750667649e-21
4461, 5.983685704328974e-03, 8.392920973066551e-05, 1.412107665182076e-01, 1.710483625114066e-01, 3.880099329414942e-03, 2.089318567454262e-01, -1.494367984923173e+06, 7.670632521337529e-04, 2.266961128687171e-06, 6.000797489299998e+00, 3.492174599979922e-01, 3.884562447085686e-05, 1.271501402537141e+03, 7.427273382525951e-02, 9.739979058913045e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.105865040111533e-17, 3.365480275123049e-17, 9.338538243478661e-19, -4.237066605445520e-20, 3.917172142209324e-12, 6.100653957650201e-20, 2.238995180130073e-21
4462, 6.023890751828185e-03, 6.863409541797011e-05, 1.376078436059431e-01, 1.385740422434515e-01, 2.311750391714155e-03, 2.089425606700367e-01, -1.515097134643385e+06, 7.599614923355810e-04, 2.241574132003153e-06, 5.847690107340770e+00, 3.551285235364862e-01, 3.838192015740611e-05, 1.267111052545534e+03, 7.316509003404521e-02, 9.578078674382073e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.162362137693395e-17, 2.976940968261581e-17, 4.815382305140697e-19, -3.582805353448575e-20, 3.239394863463474e-12, 6.705275244826657e-20, 2.594255855207984e-21
4463, 6.064120302997317e-03, 5.533399601562650e-05, 1.341573834877710e-01, 1.109999822285939e-01, 1.238486301578113e-03, 2.089527663955540e-01, -1.532020156047273e+06, 7.530740482014406e-04, 2.216978170577963e-06, 5.701061681445308e+00, 3.600730885795270e-01, 3.800014368029749e-05, 1.263440821058449e+03, 7.225573139656349e-02, 9.445732536834252e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.229838899854041e-17, 2.630394643249225e-17, 2.101700500374733e-19, -5.163916181021365e-20, 2.791121500589355e-12, 7.351921911544139e-20, 3.029817950867934e-21
4464, 6.104373151096410e-03, 4.376869218750156e-05, 1.304600158477457e-01, 8.715690587513536e-02, 8.814085979159926e-04, 2.089624492454398e-01, -1.545907117330958e+06, 7.464208400204481e-04, 2.193059063774289e-06, 5.543940840036785e+00, 3.643017934100226e-01, 3.768284717570109e-05, 1.260324448475426e+03, 7.150331919714409e-02, 9.336856120696167e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.310857601258915e-17, 2.292581360271959e-17, 4.192813088908787e-20, -6.112868442617282e-20, 2.303192359054407e-12, 8.054817990826221e-20, 3.563700984472108e-21
4465, 6.144648086564384e-03, 3.371190625000165e-05, 1.268402186689745e-01, 6.659961920265564e-02, 7.380660821232362e-04, 2.089716278317452e-01, -1.557224994327162e+06, 7.400007211351593e-04, 2.169730045807103e-06, 5.390116380629545e+00, 3.677690936659847e-01, 3.742419858938993e-05, 1.257777430992420e+03, 7.089040039945879e-02, 9.248218173780228e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.413261237603999e-17, 1.952076762453691e-17, -2.858736196983264e-20, -2.630448484306050e-20, 1.953850276015245e-12, 8.820923028148928e-20, 4.211865189854940e-21
4466, 6.184943897163178e-03, 2.496687500000167e-05, 1.235462966567432e-01, 4.884787927432844e-02, 5.575608287591192e-04, 2.089803142096753e-01, -1.566440103779702e+06, 7.338103266005758e-04, 2.146961469009402e-06, 5.250140092501410e+00, 3.707043112532937e-01, 3.721153687547831e-05, 1.255649150516961e+03, 7.038842603804125e-02, 9.175917929924476e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.549067088828465e-17, 1.610497326147471e-17, -6.628032812264900e-20, -3.513072089105794e-20, 1.766975454842168e-12, 9.647885051762740e-20, 4.995684541828669e-21
4467, 6.225259368122705e-03, 1.736250000000162e-05, 1.206901972701126e-01, 3.359117562311660e-02, 3.180453028197464e-04, 2.089885285619571e-01, -1.573945971382748e+06, 7.278448356430852e-04, 2.124729099318895e-06, 5.128769219365655e+00, 3.730760323927441e-01, 3.703895418594249e-05, 1.253925177110327e+03, 6.998083990338938e-02, 9.117192896198618e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.732257816006909e-17, 1.249545816203627e-17, -6.553917429380149e-20, -5.209450292699779e-20, 1.408278875458802e-12, 1.051449439143584e-19, 5.938822762080171e-21
4468, 6.265593282286344e-03, 1.075000000000154e-05, 1.182095302216053e-01, 2.058870485922843e-02, 1.157439845345540e-04, 2.089962942189741e-01, -1.580042189600147e+06, 7.220961274805381e-04, 2.103031771708251e-06, 5.023352465647002e+00, 3.749968393207603e-01, 3.689920064311982e-05, 1.252529255111087e+03, 6.965078245705947e-02, 9.069637221737364e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.972358569329001e-17, 8.680841975354074e-18, -5.548065804515667e-20, -7.069181198026179e-20, 1.448059554209902e-12, 1.147885430557930e-19, 7.068775359224930e-21
4469, 6.305944420257121e-03, 5.000000000001531e-06, 1.158665646800245e-01, 9.495013570994313e-03, 2.104880539355823e-05, 2.090036354872651e-01, -1.584984507810499e+06, 7.165565379078841e-04, 2.081867945100400e-06, 4.923787382288989e+00, 3.766445722828636e-01, 3.678472196468600e-05, 1.251366247462589e+03, 6.938181439549554e-02, 9.031013584255893e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.260927805207515e-17, 4.590503226053230e-18, -3.393425744937541e-20, -7.882116896091927e-20, 7.127206377161022e-12, 1.248032659878962e-19, 8.421424123159791e-21
4470, 6.023890751828185e-03, 8.392920973066551e-05, 1.379171779664644e-01, 1.670995289983323e-01, 3.285393955485767e-03, 2.089428301645136e-01, -1.499444612682384e+06, 7.598413750067416e-04, 2.241861981534487e-06, 5.860835371683848e+00, 3.505890464467524e-01, 3.873625965955012e-05, 1.270484735234538e+03, 7.401063857273664e-02, 9.701479661686475e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.083482194480338e-17, 3.278286174137100e-17, 6.892730608281869e-19, -4.659533916787920e-20, 3.618119692738730e-12, 6.022427713303260e-20, 2.343476272929741e-21
4471, 6.064120302997317e-03, 6.863409541797022e-05, 1.345484261483447e-01, 1.361165415515902e-01, 1.808871001632452e-03, 2.089529314097570e-01, -1.518887356746634e+06, 7.530056634277633e-04, 2.217094515737551e-06, 5.717679166596323e+00, 3.561903881923567e-01, 3.829962165474069e-05, 1.266323813285849e+03, 7.296887604794475e-02, 9.549485937474110e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.136834682245519e-17, 2.911748548080562e-17, 2.831207626197499e-19, -3.837478754417167e-20, 2.989622438498429e-12, 6.567336657672974e-20, 2.713375353887521e-21
4472, 6.104373151096409e-03, 5.533399601562660e-05, 1.307175431766573e-01, 1.090741673930686e-01, 1.296112775079756e-03, 2.089625441764985e-01, -1.534944616879952e+06, 7.463851182704138e-04, 2.193094579798349e-06, 5.554884547707687e+00, 3.609396963662080e-01, 3.793600622626347e-05, 1.262807609867254e+03, 7.210385701398492e-02, 9.423778895288021e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.197683411593899e-17, 2.569990606198153e-17, 3.674005408715528e-20, -2.732342353150307e-20, 2.629355067007566e-12, 7.164533594954984e-20, 3.168834626258039e-21
4473, 6.144648086564384e-03, 4.376869218750167e-05, 1.270145630768079e-01, 8.573367471167413e-02, 1.076249363900642e-03, 2.089716828213913e-01, -1.548069738887103e+06, 7.399836724037765e-04, 2.169718324313214e-06, 5.397525202992007e+00, 3.649208247488916e-01, 3.763639213687977e-05, 1.259869793443650e+03, 7.139308976052137e-02, 9.320891892703351e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.276409830085266e-17, 2.242107461038464e-17, -7.210367963502232e-20, -4.401562213906130e-20, 2.232835444315739e-12, 7.812363840806756e-20, 3.725137556949694e-21
4474, 6.184943897163179e-03, 3.371190625000155e-05, 1.236819401128334e-01, 6.550604031524307e-02, 8.275142996406554e-04, 2.089803444418269e-01, -1.558794593572737e+06, 7.338030763558692e-04, 2.146937244362894e-06, 5.255904305321831e+00, 3.682436334986118e-01, 3.739057166813410e-05, 1.257439064087929e+03, 7.081118058542611e-02, 9.236817139690962e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.383255095447516e-17, 1.918561389266512e-17, -1.294901618115012e-19, -3.680352323550382e-20, 1.831177570688070e-12, 8.510998405126413e-20, 4.400146023672262e-21
4475, 6.225259368122705e-03, 2.496687500000167e-05, 1.208037461899390e-01, 4.803859991838262e-02, 4.994640288515428e-04, 2.089885436163571e-01, -1.567564881538061e+06, 7.278425532488925e-04, 2.124707181476946e-06, 5.133594517675461e+00, 3.710246013088159e-01, 3.718834256326437e-05, 1.255418176266184e+03, 7.033362628194620e-02, 9.168016117697360e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.530220605752057e-17, 1.579937469288944e-17, -1.304430738771623e-19, -4.204175513221454e-20, 1.505497115861232e-12, 9.284745492709859e-20, 5.215886752082617e-21
4476, 6.265593282286345e-03, 1.736250000000151e-05, 1.182970464326434e-01, 3.310646393539907e-02, 2.070471483599139e-04, 2.089963012523684e-01, -1.574714391447669e+06, 7.220959106081393e-04, 2.103014085262153e-06, 5.027071495522835e+00, 3.732840545565589e-01, 3.702392818561085e-05, 1.253775791390894e+03, 6.994533134615138e-02, 9.112070620695969e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.727701043448477e-17, 1.229402727517041e-17, -1.174199423131274e-19, -5.391385881543011e-20, 1.409922525952290e-12, 1.008996538896221e-19, 6.196641369937224e-21
4477, 6.305944420257121e-03, 1.075000000000154e-05, 1.159186962950925e-01, 2.033668003086970e-02, 5.304072979900735e-05, 2.090036386885973e-01, -1.580538845380433e+06, 7.165569248670458e-04, 2.081854287102960e-06, 4.926002732240882e+00, 3.751196451919752e-01, 3.689037346759691e-05, 1.252441777613292e+03, 6.962991399058742e-02, 9.066624408360739e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.970763103363509e-17, 8.627641440667419e-18, -8.147398161402301e-20, -3.995360149151621e-20, 1.208964352239494e-12, 1.097041162659192e-19, 7.370530301739161e-21
4478, 6.346311560544444e-03, 5.000000000001531e-06, 1.134587942467180e-01, 9.406707509767178e-03, -3.115646662434567e-06, 2.090105752353215e-01, -1.585263780341277e+06, 7.112181782431559e-04, 2.061244132459218e-06, 4.821468393962178e+00, 3.767022826577628e-01, 3.678077454770895e-05, 1.251326840924577e+03, 6.937251249905507e-02, 9.029672970050308e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.244422243264632e-17, 4.560078178955034e-18, -4.018112543537587e-20, -4.164802039181356e-20, 6.984519516570198e-12, 1.189124841094704e-19, 8.774975526574351e-21
4479, 6.064120302997317e-03, 8.392920973066540e-05, 1.350335605786387e-01, 1.642874332017092e-01, 2.573171571024282e-03, 2.089531783214282e-01, -1.503951865790594e+06, 7.528972878595448e-04, 2.217319779399962e-06, 5.738295112129807e+00, 3.518041678212590e-01, 3.863938278566113e-05, 1.269584236117319e+03, 7.377846872550220e-02, 9.667375204099764e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.060866414788648e-17, 3.203176851028305e-17, 4.622682309640344e-19, -3.566861608700329e-20, 3.207184517961537e-12, 5.911338003272241e-20, 2.449045981156839e-21
4480, 6.104373151096410e-03, 6.863409541797022e-05, 1.309889113552440e-01, 1.336877861318979e-01, 1.855452540582104e-03, 2.089626914444920e-01, -1.522456597705992e+06, 7.463267974870863e-04, 2.193168038550265e-06, 5.566416426790922e+00, 3.571903706352476e-01, 3.822211914306728e-05, 1.265582450078292e+03, 7.278409656290404e-02, 9.522559468904172e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.106140325819391e-17, 2.842097293525637e-17, 8.766791004082009e-20, -4.790503426501487e-20, 2.545547106436175e-12, 6.413718635826150e-20, 2.835903823461105e-21
4481, 6.144648086564383e-03, 5.533399601562671e-05, 1.271829379383133e-01, 1.073180651159664e-01, 1.525561714582365e-03, 2.089717679042257e-01, -1.537619739440316e+06, 7.399541789664467e-04, 2.169725592520023e-06, 5.404680347540084e+00, 3.617159328615431e-01, 3.787771386810882e-05, 1.262236845521639e+03, 7.196554739035640e-02, 9.403750303021621e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.168280780412334e-17, 2.521759359041411e-17, -1.115965908007541e-19, -4.128293324247077e-20, 2.333529203202289e-12, 6.954375354859460e-20, 3.311117775863716e-21
4482, 6.184943897163179e-03, 4.376869218750156e-05, 1.238140793310842e-01, 8.437524950591467e-02, 1.184474255704201e-03, 2.089803945335855e-01, -1.550051987824354e+06, 7.337895098213078e-04, 2.146904753873359e-06, 5.261519604414589e+00, 3.654870393764451e-01, 3.759390522048617e-05, 1.259454003481687e+03, 7.129227510064443e-02, 9.306290908614340e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.250760613651222e-17, 2.198429346845459e-17, -1.904765340138108e-19, -3.944976933470185e-20, 2.000885568342881e-12, 7.545148636917756e-20, 3.890231619905465e-21
4483, 6.225259368122705e-03, 3.371190625000165e-05, 1.209256224666403e-01, 6.445222882306982e-02, 7.413135283401632e-04, 2.089885696835826e-01, -1.560260833248673e+06, 7.278374535965910e-04, 2.124676097924349e-06, 5.138773689726341e+00, 3.686764076636510e-01, 3.735934178747315e-05, 1.257127156812719e+03, 7.073744747632341e-02, 9.226191525016369e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.366753834843818e-17, 1.880864783519001e-17, -2.082642259061511e-19, -3.870719782814435e-20, 1.712786162899604e-12, 8.183999934155493e-20, 4.593315232881734e-21
4484, 6.265593282286345e-03, 2.496687500000156e-05, 1.184067604715791e-01, 4.736363656017175e-02, 3.338029677549820e-04, 2.089963140007500e-01, -1.568610778154433e+06, 7.220947067086506e-04, 2.102988746447120e-06, 5.031733829320883e+00, 3.713218365877672e-01, 3.716681990019510e-05, 1.255203862223173e+03, 7.028277561177496e-02, 9.160683623378445e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.526538659409461e-17, 1.558111316209998e-17, -1.887824681193022e-19, -3.236182103224191e-20, 1.469852017876860e-12, 8.882108019017892e-20, 5.441259043113414e-21
4485, 6.305944420257121e-03, 1.736250000000151e-05, 1.159988630219468e-01, 3.270163426634020e-02, 1.032587249584990e-04, 2.090036447564111e-01, -1.575441748928609e+06, 7.165572430144758e-04, 2.081833865447036e-06, 4.929409443393963e+00, 3.734810299101435e-01, 3.700969986728546e-05, 1.253634334405908e+03, 6.991170787524993e-02, 9.107220292255968e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.727716925316238e-17, 1.220073701850607e-17, -1.511953810848926e-19, -2.523952009665723e-20, 1.030434418347603e-12, 9.637704308269481e-20, 6.460469494137841e-21
4486, 6.346311560544443e-03, 1.075000000000154e-05, 1.135052735943576e-01, 2.014313980894822e-02, -4.803822339256102e-07, 2.090105779796436e-01, -1.581009827467564e+06, 7.112188127840267e-04, 2.061229519934733e-06, 4.823443548969810e+00, 3.752396083958131e-01, 3.688193835505590e-05, 1.252357495075698e+03, 6.961002191098588e-02, 9.063757030019468e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.959285145183723e-17, 8.534252749510183e-18, -1.048732667819231e-19, -2.789773365754958e-20, 8.475577011057833e-13, 1.044993888190880e-19, 7.679400687576951e-21
4487, 6.386693479711367e-03, 5.000000000001531e-06, 1.107388598389209e-01, 9.337222262671840e-03, 7.864700095861784e-06, 2.090171340116399e-01, -1.585528300430531e+06, 7.060714192586750e-04, 2.041180783633761e-06, 4.705883895925586e+00, 3.767570203624634e-01, 3.677703011240123e-05, 1.251289458497482e+03, 6.936368898866423e-02, 9.028401319775433e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.204173619891272e-17, 4.505336606787193e-18, -6.093343264310623e-20, -6.875275643328580e-21, 5.260170771181905e-12, 1.131173851771011e-19, 9.136038435523864e-21
4488, 6.104373151096411e-03, 8.392920973066540e-05, 1.312433851781528e-01, 1.611760405976796e-01, 2.592603162275448e-03, 2.089629088861132e-01, -1.508262762272272e+06, 7.462334492657548e-04, 2.193338525873548e-06, 5.577230374730270e+00, 3.530303486208820e-01, 3.854495730837283e-05, 1.268677704652297e+03, 7.355354225288897e-02, 9.634616943720413e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.031336728664995e-17, 3.128644569114827e-17, 2.070995556036764e-19, -2.681603708299416e-20, 2.879044225245764e-12, 5.788964063345837e-20, 2.559677437470393e-21
4489, 6.144648086564383e-03, 6.863409541797043e-05, 1.273277214280165e-01, 1.315732887094261e-01, 2.110246730496772e-03, 2.089718998432075e-01, -1.525710104100248e+06, 7.399051941637661e-04, 2.169759399769187e-06, 5.410832969064101e+00, 3.581004733440291e-01, 3.815158847882216e-05, 1.264907815991178e+03, 7.261593804745392e-02, 9.498054658284623e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.081121090139867e-17, 2.787058019055339e-17, -8.322098706773501e-20, -3.473056257621261e-20, 2.563560475010718e-12, 6.231061485379243e-20, 2.961802571879057e-21
4490, 6.184943897163178e-03, 5.533399601562660e-05, 1.239234446677720e-01, 1.056967551685029e-01, 1.650118733648632e-03, 2.089804715972382e-01, -1.540066410543645e+06, 7.337652313998709e-04, 2.146883124841844e-06, 5.266167119997110e+00, 3.624246005600951e-01, 3.782450045826769e-05, 1.261715842158648e+03, 7.183928761338185e-02, 9.385466357319881e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.145527357866716e-17, 2.471231196759732e-17, -2.336752143237801e-19, -4.342961233488793e-20, 2.135520926760393e-12, 6.730932141761936e-20, 3.456805519763139e-21
