"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
578, -3.897642834519516e-03, 1.672322287330010e-03, 1.627899208637146e+00, 9.042731846524504e+01, 6.677147315967547e+01, 3.808353795234514e+05, 1.507817793423767e+05, 3.226648796028367e+02, 1.917540379374651e-01, 1.089509960487310e+00, 5.554847498264311e+01, 4.101695781004499e+01
579, -8.350558039914747e-05, -1.639686437258759e-02, 1.534686825979042e+00, 1.766880034761762e+02, -1.187706541353026e+02, 3.622027762357594e+05, 1.389743524393227e+05, 3.154606830375106e+02, 3.896083409209597e-01, 8.293978102490820e-01, 1.151296801961269e+02, -7.739080842082141e+01
580, 4.036656100499763e-02, 4.637316652325246e-02, 1.086931162170361e+00, 3.282368492075844e+02, 1.076609212634350e+02, 2.692231906895520e+05, 8.573198821597017e+04, 2.747711939123286e+02, 9.563984999159022e-01, -3.435068332106253e-01, 3.019849468223618e+02, 9.905035848678773e+01
581, 9.855386996361089e-01, 9.795439411757140e-03, 1.338240206443370e+00, 2.792535356838755e+02, -3.366397324172232e+01, 3.206058010801557e+05, 1.164184640114529e+05, 3.030526852813150e+02, 6.022677737517915e-01, 3.325020269697260e-01, 2.086722057365510e+02, -2.515540414914807e+01
582, 5.297478392538039e-01, 8.151894918545979e-02, 7.641886416942987e-01, 3.173465591372683e+02, -2.175112625463216e+01, 1.971708594431502e+05, 5.238746076772566e+04, 2.388125332633805e+02, 1.343610971029536e+00, -1.078071341164269e+00, 4.152725411276364e+02, -2.846303264388657e+01
583, 4.979617810578043e-01, 8.365800875838569e-02, 7.679738597138693e-01, 3.182249613255544e+02, -1.924843092203620e+01, 1.980453417278172e+05, 5.274910345046969e+04, 2.392759174353491e+02, 1.338697593636800e+00, -1.070104520230392e+00, 4.143695222180066e+02, -2.506391419261035e+01
584, 4.820635532341574e-01, 8.459528745073967e-02, 7.704927436627782e-01, 3.188012458767337e+02, -1.796624860383049e+01, 1.986303107357017e+05, 5.298671724144649e+04, 2.395679994427925e+02, 1.335601094906735e+00, -1.064869998382008e+00, 4.137628141197181e+02, -2.331786866469671e+01
585, 4.661754361822305e-01, 8.544873924479575e-02, 7.731980455617908e-01, 3.193216681906966e+02, -1.666935188420441e+01, 1.992482711237248e+05, 5.325221752492865e+04, 2.399259897658185e+02, 1.331806376239577e+00, -1.059021150009503e+00, 4.129881988497314e+02, -2.155896795120941e+01
586, 9.769362306705230e-01, 1.295831463856180e-02, 1.323145994606939e+00, 2.849575605256741e+02, -3.513767552440807e+01, 3.175396625281498e+05, 1.145553401896599e+05, 3.016045702876534e+02, 6.232775467908148e-01, 2.914582714228422e-01, 2.153636572888732e+02, -2.655615908420315e+01
587, 9.664245383562287e-01, 1.628843606544531e-02, 1.309616200735332e+00, 2.897716379696393e+02, -3.604149788089259e+01, 3.147844585486991e+05, 1.128921681258951e+05, 3.002963961360198e+02, 6.418322093032924e-01, 2.548193605683426e-01, 2.212645489624643e+02, -2.752065670893180e+01
588, 9.238576464455439e-01, 2.728636963811457e-02, 1.275056555088504e+00, 3.009281193365741e+02, -3.680830512742401e+01, 3.077197346199428e+05, 1.086708730551353e+05, 2.969026358201189e+02, 6.883386704672515e-01, 1.618261837601628e-01, 2.360115856317339e+02, -2.886797842850905e+01
589, 4.503014641315720e-01, 8.620325120561828e-02, 7.763293903333409e-01, 3.199775615985943e+02, -1.534248265440941e+01, 1.999718415041165e+05, 5.355123907072879e+04, 2.403000389982267e+02, 1.327841978674570e+00, -1.052433843741656e+00, 4.121672650589746e+02, -1.976285175526028e+01
590, 4.344848227592194e-01, 8.685881943194196e-02, 7.795529995998683e-01, 3.205812316173860e+02, -1.399163123702549e+01, 2.007092978157560e+05, 5.386650519399894e+04, 2.407151908260193e+02, 1.323442542301802e+00, -1.045488676950078e+00, 4.112372497853706e+02, -1.794827451655906e+01
591, 3.874565684726183e-01, 8.821654143096938e-02, 7.906994498763841e-01, 3.226795133189780e+02, -9.517443076318658e+00, 2.032681929176883e+05, 5.494766605193523e+04, 2.420851550446784e+02, 1.308928303273693e+00, -1.021671203607222e+00, 4.080937622625447e+02, -1.203673921590130e+01
592, 9.152263374929166e-01, 2.923522282775853e-02, 1.269957439133444e+00, 3.024336861653655e+02, -3.674804776173242e+01, 3.066733412071366e+05, 1.080520665363590e+05, 2.963973089141038e+02, 6.950844604387527e-01, 1.481941625330212e-01, 2.381447415841993e+02, -2.893644041079634e+01
593, 9.471485373798021e-01, 2.161994928846711e-02, 1.291378952924194e+00, 2.958512559699150e+02, -3.670846208457286e+01, 3.110609889119361e+05, 1.106599654342784e+05, 2.985156961763585e+02, 6.665071873333620e-01, 2.056449683276590e-01, 2.290971641592815e+02, -2.842578625077508e+01
594, 6.237342096308183e-02, 5.504372491212660e-02, 1.023697541575089e+00, 3.353814493923188e+02, 8.342232190422057e+01, 2.554573010495807e+05, 7.884790289021890e+04, 2.683173968804172e+02, 1.028087258030641e+00, -4.951600470062102e-01, 3.276177149710566e+02, 8.149118124857925e+01
595, 5.459007783357265e-02, 5.227236633338014e-02, 1.042875955569104e+00, 3.336717642439594e+02, 9.091350907757064e+01, 2.596465763808404e+05, 8.092165290935151e+04, 2.703102012592736e+02, 1.006136043738073e+00, -4.494762938090060e-01, 3.199534541592462e+02, 8.717576485686503e+01
596, 2.538175337888620e-01, 8.611844491348579e-02, 8.354803367954730e-01, 3.297877136327654e+02, 9.211909098052796e+00, 2.134967231996150e+05, 5.934306821045316e+04, 2.474366966184697e+02, 1.252237487023583e+00, -9.248425282318842e-01, 3.947282767870790e+02, 1.102588378487223e+01
597, 2.678886086330913e-01, 8.681402267804453e-02, 8.293687344874068e-01, 3.289305814152183e+02, 6.608815701401885e+00, 2.121039192984775e+05, 5.874002823899905e+04, 2.467270902454990e+02, 1.259757551374793e+00, -9.381272197182193e-01, 3.966035464533331e+02, 7.968489076799451e+00
598, 1.511013612721318e-01, 7.574559281307137e-02, 9.014964985389650e-01, 3.361733398565871e+02, 3.527121614411389e+01, 2.283904657413799e+05, 6.600798509914514e+04, 2.550719939410820e+02, 1.171106304902856e+00, -7.780174936743257e-01, 3.729058741785638e+02, 3.912518373757097e+01
599, 1.286759992827048e-01, 7.192361859100753e-02, 9.234623997759805e-01, 3.373472989064628e+02, 4.356868241880909e+01, 2.333071105460074e+05, 6.826466530494313e+04, 2.575177050922360e+02, 1.144979614788465e+00, -7.283038731243364e-01, 3.653070216917317e+02, 4.717970372088594e+01
600, 1.180108325613312e-01, 6.987311514414678e-02, 9.351008321549139e-01, 3.376314429351461e+02, 4.817907213720951e+01, 2.358930624457379e+05, 6.947943420948066e+04, 2.588380831973263e+02, 1.130833728012617e+00, -7.015430763481934e-01, 3.610642096821621e+02, 5.152286307582700e+01
601, 7.949463750354102e-01, 5.143584352364061e-02, 1.224386758283296e+00, 3.144303855609835e+02, -3.405092588169427e+01, 2.972732132651010e+05, 1.025703413831781e+05, 2.918324103912785e+02, 7.542617335926333e-01, 2.743429433175871e-02, 2.568064244682326e+02, -2.781059632614520e+01
602, 7.414908711611113e-01, 5.928695093525511e-02, 1.214149126199130e+00, 3.168826233324501e+02, -3.247965965875219e+01, 2.951534256047111e+05, 1.013468624319168e+05, 2.907827381150057e+02, 7.674721531556530e-01, 4.816192572691315e-04, 2.609915178413419e+02, -2.675096407673505e+01
603, 7.274913811143278e-01, 6.117811512223761e-02, 1.212479023520740e+00, 3.172929009803690e+02, -3.211590120217657e+01, 2.948081871114479e+05, 1.011467015349253e+05, 2.906081810465261e+02, 7.696561632409243e-01, -3.927832669687765e-03, 2.616893940639309e+02, -2.648779944161007e+01
604, 7.819992156548262e-01, 5.342274134395080e-02, 1.221420700159700e+00, 3.151531548202473e+02, -3.367721375097978e+01, 2.966599476374876e+05, 1.022149921160886e+05, 2.915275942892363e+02, 7.581118104562113e-01, 1.960611443218021e-02, 2.580217895267710e+02, -2.757216554998333e+01
605, 8.319861461279388e-01, 4.536179532769821e-02, 1.234729252500410e+00, 3.119066766733051e+02, -3.507539732831056e+01, 2.994132725891949e+05, 1.038077931265630e+05, 2.928792247882873e+02, 7.409495663280578e-01, 5.469478355016952e-02, 2.526113931792520e+02, -2.840735914961155e+01
606, 9.061794771024790e-01, 3.121010081756044e-02, 1.265004618481395e+00, 3.038576601275471e+02, -3.664141159070090e+01, 3.056555302931149e+05, 1.074524526439567e+05, 2.959065421942630e+02, 7.015955414305179e-01, 1.349849459826219e-01, 2.402028069212272e+02, -2.896543700740632e+01
607, 8.660045873815265e-01, 3.925575844430100e-02, 1.246759341515130e+00, 3.088408553133959e+02, -3.590460292551334e+01, 3.018981306918907e+05, 1.052515578560403e+05, 2.940872843655908e+02, 7.254046502410034e-01, 8.650025237126524e-02, 2.477148917433219e+02, -2.879834281560714e+01
608, 8.550144735863955e-01, 4.129453412771291e-02, 1.242580002041041e+00, 3.099236196688862e+02, -3.565718945226679e+01, 3.010354977199734e+05, 1.047493589926335e+05, 2.936684962993046e+02, 7.308163927494117e-01, 7.543704382629862e-02, 2.494194491781703e+02, -2.869609151418572e+01
609, 8.199670128800134e-01, 4.739781402642958e-02, 1.231089564829833e+00, 3.128099098310668e+02, -3.475770402136440e+01, 2.986608749496152e+05, 1.033715910925511e+05, 2.925107936562659e+02, 7.456510539602956e-01, 4.508545461366986e-02, 2.540919188721293e+02, -2.823328619974842e+01
610, 8.076101020380692e-01, 4.942893914517867e-02, 1.227634978985468e+00, 3.136470792076714e+02, -3.440271277910521e+01, 2.979455711305440e+05, 1.029587432393833e+05, 2.921624002211479e+02, 7.500805446433957e-01, 3.599060747293137e-02, 2.554888746057667e+02, -2.802356837985833e+01
611, 7.687716714036401e-01, 5.539704377677847e-02, 1.218693344230130e+00, 3.157975836383695e+02, -3.327397981143665e+01, 2.960945520161272e+05, 1.018897249229824e+05, 2.912502425943237e+02, 7.616050301679110e-01, 1.244062870057504e-02, 2.591280120905759e+02, -2.730299625329980e+01
612, 7.552619769955271e-01, 5.735936629190212e-02, 1.216300677004692e+00, 3.163920476850249e+02, -3.288400181076109e+01, 2.956007963171719e+05, 1.016021159300247e+05, 2.909994373912204e+02, 7.647558577194731e-01, 6.104735690156324e-03, 2.601265079159406e+02, -2.703607950933850e+01
613, 7.132519215723437e-01, 6.304727715518860e-02, 1.211791864872966e+00, 3.175438394084154e+02, -3.172508002038291e+01, 2.946705334625941e+05, 1.010599522305178e+05, 2.905235894669782e+02, 7.707132646183831e-01, -5.838879698509209e-03, 2.620448681108319e+02, -2.618030450609495e+01
614, 6.987936299557101e-01, 6.487948600107067e-02, 1.211924690766893e+00, 3.177223363280609e+02, -3.123137352849376e+01, 2.947099033459220e+05, 1.010639588298396e+05, 2.905032651019800e+02, 7.709671245572021e-01, -5.750616169688216e-03, 2.621634320586452e+02, -2.577006126406327e+01
615, 6.542747221932314e-01, 7.010733833124203e-02, 1.223416716950665e+00, 3.177440318111334e+02, -2.995193492236769e+01, 2.972701672008841e+05, 1.022566043417237e+05, 2.911704527452177e+02, 7.626082394344836e-01, 2.052281250492757e-02, 2.597185631099616e+02, -2.448220177751218e+01
616, 6.390948406678928e-01, 7.174902979632704e-02, 1.228143285401021e+00, 3.178082864893356e+02, -3.082061645581820e+01, 2.983378112600213e+05, 1.027324986423666e+05, 2.913997388473713e+02, 7.597233059379140e-01, 3.100654370586631e-02, 2.587713422913539e+02, -2.509529370243999e+01
617, 5.614037243421348e-01, 7.909656022381542e-02, 7.637273499758133e-01, 3.166013573211235e+02, -2.417078841365119e+01, 1.970070995917569e+05, 5.240057822506657e+04, 2.390166092800039e+02, 1.341446972586471e+00, -1.077782369649762e+00, 4.145476226969612e+02, -3.164845204825604e+01
618, 5.455935963808526e-01, 8.034075541639758e-02, 7.640664753900855e-01, 3.172499315399338e+02, -2.290564285514124e+01, 1.971435617176142e+05, 5.237486307876476e+04, 2.387932801307561e+02, 1.343815139790954e+00, -1.078348862421911e+00, 4.152124739905194e+02, -2.997859949744166e+01
619, 6.237870453209827e-01, 7.333593675227593e-02, 1.026361845199445e+00, 3.220717255683792e+02, -2.803384126526728e+01, 2.539582853781988e+05, 8.121698951527945e+04, 2.756618927820676e+02, 9.463545437969911e-01, -4.429701650611663e-01, 3.137993945067136e+02, -2.731379912102994e+01
620, 6.083490251744921e-01, 7.487231212050635e-02, 7.750242521734482e-01, 3.174854064231457e+02, -2.606680650987776e+01, 1.994882292023780e+05, 5.360863715789164e+04, 2.409626991352958e+02, 1.320819920528787e+00, -1.051169390445093e+00, 4.096457698359785e+02, -3.363353654647195e+01
621, 2.131004679257607e-01, 8.318320965260002e-02, 8.565678602046035e-01, 3.323445963884761e+02, 1.782392962054693e+01, 2.182786405225901e+05, 6.144762723247880e+04, 2.499042763729979e+02, 1.226068784504941e+00, -8.784800669592456e-01, 3.879956414767778e+02, 2.080854354760571e+01
622, 2.000796771730285e-01, 8.194995164186410e-02, 8.647349529722846e-01, 3.332376835800109e+02, 2.092834211256057e+01, 2.201273042115164e+05, 6.226606150793572e+04, 2.508411180922069e+02, 1.216123488209503e+00, -8.604503386394622e-01, 3.853639574005879e+02, 2.420203096986567e+01
623, 1.873609089239690e-01, 8.059405996544344e-02, 8.733359592927837e-01, 3.340387348898800e+02, 2.414392307615880e+01, 2.220633462257709e+05, 6.313881906216782e+04, 2.518520310286322e+02, 1.205383902364220e+00, -8.412238936288858e-01, 3.824859509510868e+02, 2.764563032044420e+01
624, 1.749484876736783e-01, 7.910834886204816e-02, 8.824051597802814e-01, 3.348309575623001e+02, 2.762946133974314e+01, 2.241052734992503e+05, 6.405858781101922e+04, 2.528946644087093e+02, 1.194297344813426e+00, -8.209618137574635e-01, 3.794526288192523e+02, 3.131153646769571e+01
625, 1.301320897520852e-02, 3.032121165215111e-02, 1.249718733448687e+00, 2.898160971813845e+02, 1.574820219283420e+02, 3.039479132887642e+05, 1.041682144344440e+05, 2.903710300700537e+02, 7.726176400425819e-01, 6.263469816106210e-02, 2.319050594541513e+02, 1.260139723550108e+02
626, 3.394870325810644e-02, 4.328756018335621e-02, 1.112702549367622e+00, 3.240843020604436e+02, 1.168860984575684e+02, 2.747895928079796e+05, 8.858165487977132e+04, 2.773288506091005e+02, 9.274427057981075e-01, -2.807299954228941e-01, 2.912587036352430e+02, 1.050470303352840e+02
627, 2.799869061088572e-02, 4.017422896109805e-02, 1.141609550127303e+00, 3.185571685292954e+02, 1.266727202655667e+02, 2.810004228317888e+05, 9.181087962164318e+04, 2.801604977893850e+02, 8.949413821790085e-01, -2.095916688334220e-01, 2.790421370369340e+02, 1.109597587471489e+02
628, 8.076101025084886e-01, -4.942894355798150e-02, 1.220811730374312e+00, 3.311128908212677e+02, 3.626418146336118e+01, 2.977518882510692e+05, 1.009241872736434e+05, 2.879896715205361e+02, 8.020091018040743e-01, -8.829718866901910e-03, 2.712235495310531e+02, 2.970497461737385e+01
629, 8.199670125136316e-01, -4.739782070504682e-02, 1.225876719401916e+00, 3.302773623770597e+02, 3.668678574418488e+01, 2.988189072796450e+05, 1.015112233241605e+05, 2.884679773454455e+02, 7.961542781987798e-01, 4.102413647749562e-03, 2.694213513885770e+02, 2.992697810762221e+01
630, 5.138671260880295e-01, -8.262997410548192e-02, 1.115213566275497e+00, 3.431233586303748e+02, 2.215085619717910e+01, 2.752809689538575e+05, 8.891029620762024e+04, 2.777310004302615e+02, 9.228567788769364e-01, -2.734901790644444e-01, 3.076750220823723e+02, 1.986243430588527e+01
631, 5.297478390434165e-01, -8.151894300018193e-02, 1.120903877608584e+00, 3.427192998353430e+02, 2.321742346449073e+01, 2.765022682544058e+05, 8.954726129534516e+04, 2.783006891214103e+02, 9.163438903769549e-01, -2.594581329670888e-01, 3.057526222199576e+02, 2.071312619064574e+01
632, -8.350090616354308e-05, 1.639686772801218e-02, 1.450237329839884e+00, 2.046870795731989e+02, 1.733130987970573e+02, 3.453707858303111e+05, 1.282279751878017e+05, 3.080165484092111e+02, 5.256453802157225e-01, 5.926600927840414e-01, 1.411404018925631e+02, 1.195067146811013e+02
633, 2.250936666773389e-02, 3.695909860616128e-02, 1.173688907818976e+00, 3.113014791998044e+02, 1.369530137949405e+02, 2.878549642354258e+05, 9.543237811946141e+04, 2.832520693837704e+02, 8.588396768823306e-01, -1.298117329433794e-01, 2.652333826501647e+02, 1.166859573116656e+02
634, 8.831931895123900e-02, 6.294426880876106e-02, 9.743167170554916e-01, 3.377305220689960e+02, 6.406546749149655e+01, 2.445966601849388e+05, 7.358242632430122e+04, 2.630899724343820e+02, 1.085039759722725e+00, -6.111560589091587e-01, 3.466332006389671e+02, 6.575425256492622e+01
635, 7.924470060907512e-02, 6.041161356250777e-02, 9.896364798685872e-01, 3.373126924514762e+02, 7.006409488594180e+01, 2.479773964880432e+05, 7.520460960840323e+04, 2.647275318762614e+02, 1.067286037237432e+00, -5.754201119011662e-01, 3.408450469573107e+02, 7.079780940901202e+01
636, 3.114266454349265e-01, 8.824571001301514e-02, 8.132490504785261e-01, 3.265267383716609e+02, -2.074956035463964e-01, 2.084289214217429e+05, 5.715087913455048e+04, 2.448103054786074e+02, 1.280063693804787e+00, -9.731354390365500e-01, 4.015089082237826e+02, -2.551439850120985e-01
637, 2.966930366680898e-01, 8.789307355994942e-02, 8.183707464552881e-01, 3.273221862857911e+02, 1.923643035146412e+00, 2.095978319544940e+05, 5.765454236198580e+04, 2.454221621474018e+02, 1.273582586028842e+00, -9.620399712297375e-01, 3.999680923390318e+02, 2.350576488075274e+00
638, 3.719734779230432e-01, 8.845425055915193e-02, 7.946871072458619e-01, 3.233849806295399e+02, -7.804817688579861e+00, 2.041804821880152e+05, 5.533761164900114e+04, 2.425797752290621e+02, 1.303688957574386e+00, -1.013080882569324e+00, 4.069337198011071e+02, -9.821246145075801e+00
639, 3.566080501372461e-01, 8.858375078560071e-02, 7.989070769777541e-01, 3.241453667221704e+02, -5.982183550179248e+00, 2.051490301862890e+05, 5.574716390217201e+04, 2.430842690686726e+02, 1.298345342265190e+00, -1.004058635971326e+00, 4.057360061803487e+02, -7.487959141393142e+00
640, 9.398235409644888e-01, 2.346939270322936e-02, 1.285755181171097e+00, 2.976400037620301e+02, -3.679481635035109e+01, 3.099108390890575e+05, 1.099735803710329e+05, 2.979616885103998e+02, 6.740581777103442e-01, 1.905242230409780e-01, 2.314904175543997e+02, -2.861728024835761e+01
641, 9.320626112213189e-01, 2.536246337640644e-02, 1.280314635061703e+00, 2.993278564296796e+02, -3.682495809181704e+01, 3.087969083717301e+05, 1.093108115402106e+05, 2.974245094883302e+02, 6.813263143980862e-01, 1.759237324250680e-01, 2.337924196385164e+02, -2.876242845575401e+01
642, 6.237870461878240e-01, -7.333594147485009e-02, 1.154826098800181e+00, 3.398418275421477e+02, 2.858948884908996e+01, 2.837647495102398e+05, 9.336263724003010e+04, 2.816351558955954e+02, 8.778075982835594e-01, -1.754071666483799e-01, 2.942796563874250e+02, 2.475653163605613e+01
643, 6.390948407890633e-01, -7.174903337734694e-02, 1.160177340016390e+00, 3.392965956128263e+02, 2.933779219094568e+01, 2.849063677787952e+05, 9.396855449596596e+04, 2.821554950769845e+02, 8.717249472293875e-01, -1.620590899165090e-01, 2.924523552649573e+02, 2.528733425402985e+01
644, 3.394870196128417e-02, -4.328757149949484e-02, 1.247462241320073e+00, 3.116475771539284e+02, -1.056705067170187e+02, 3.033863985729466e+05, 1.039928366052234e+05, 2.904065187875877e+02, 7.721749013839927e-01, 5.877120574758161e-02, 2.498252586981235e+02, -8.470838091676217e+01
645, -2.114701461669366e-03, -1.280793700032367e-02, 1.572881982845966e+00, 1.492094511569206e+02, -9.887206003777290e+01, 3.698030886937869e+05, 1.438472941494196e+05, 3.185927617152905e+02, 3.180369068003497e-01, 9.367464609420616e-01, 9.486372962766195e+01, -6.286044415034508e+01
646, 2.678886096329963e-01, -8.681402584483465e-02, 9.739050265366204e-01, 3.435636053763275e+02, -5.742172015040095e+00, 2.444936727679607e+05, 7.355097273196679e+04, 2.630886780498576e+02, 1.085053794000195e+00, -6.118489669916733e-01, 3.527691058317060e+02, -5.896028728242918e+00
647, -7.300209800485433e-03, -7.975660264305890e-03, 1.604445220040740e+00, 1.409378221700531e+02, -3.365702473092581e+01, 3.761250976257285e+05, 1.478327773613890e+05, 3.209786807407622e+02, 2.514543715688260e-01, 1.024544811633998e+00, 8.784209046817712e+01, -2.097735984409065e+01
648, 3.956396248614225e-01, -1.055990518542019e-01, 1.094819037920796e+00, 3.450644533188802e+02, 1.272677400761059e+01, 2.709372373339965e+05, 8.659386197908685e+04, 2.755339470615450e+02, 9.477999159390782e-01, -3.245201530813408e-01, 3.151794418684959e+02, 1.162454576217490e+01
649, 2.888954940261571e-01, -1.039049940589997e-01, 9.769073629104362e-01, 3.439382413458060e+02, -2.310159419972689e+00, 2.451744007059540e+05, 7.385070836651692e+04, 2.633489722390069e+02, 1.082236608817717e+00, -6.052459296791418e-01, 3.520684298264815e+02, -2.364768152724515e+00
650, 7.907277380426395e-01, -6.712857866713746e-02, 1.215305463127831e+00, 3.325875973663693e+02, 3.479009816165977e+01, 2.966290523094973e+05, 1.002488630584259e+05, 2.873587005084639e+02, 8.096973396155320e-01, -2.370679879044762e-02, 2.736658457128867e+02, 2.862662862727575e+01
651, 5.390016179585180e-01, -9.883707574959058e-02, 1.127505582717049e+00, 3.428328443106554e+02, 2.330947458526633e+01, 2.779645482923479e+05, 9.024087810271772e+04, 2.788142439261735e+02, 9.104558712798668e-01, -2.441780757041144e-01, 3.040631013857164e+02, 2.067348928694033e+01
652, 9.217417338596755e-01, -3.799845872365089e-02, 1.277658993219033e+00, 3.205622735996810e+02, 3.814048007909749e+01, 3.096813498143794e+05, 1.075591311008361e+05, 2.932666473145749e+02, 7.359862517077511e-01, 1.373350230172563e-01, 2.508981467676533e+02, 2.985184644848265e+01
653, 9.921591289475811e-01, 1.082079545661478e-02, 1.349302475928347e+00, 2.759174974083560e+02, -2.833446534299015e+01, 3.228858923187130e+05, 1.177509379499232e+05, 3.040082736809396e+02, 5.881069846478507e-01, 3.618558111699278e-01, 2.044889877034572e+02, -2.099934288158441e+01
654, 9.888851616102984e-01, 1.290583367463719e-02, 1.341474771920149e+00, 2.792874277822492e+02, -2.996363235448927e+01, 3.213168799244176e+05, 1.167636851968950e+05, 3.032184539462831e+02, 5.998288756628516e-01, 3.401070899178515e-01, 2.081943198845887e+02, -2.233633682995034e+01
655, 9.653741215964851e-01, 2.380969799986272e-02, 1.307140046658408e+00, 2.922590164906966e+02, -3.412638265165866e+01, 3.143680215448202e+05, 1.124999757855577e+05, 2.998200373983854e+02, 6.484960790643675e-01, 2.461795448159591e-01, 2.235866135674077e+02, -2.610767127738138e+01
656, -2.125868969840303e-03, 2.052696965298371e-02, 1.439563629067548e+00, 2.234137429172700e+02, 1.544137405386297e+02, 3.431144743135704e+05, 1.269986144978614e+05, 3.073254050958288e+02, 5.368136793352987e-01, 5.655778457285036e-01, 1.551954622957390e+02, 1.072642691303951e+02
657, 9.948133879017187e-01, 8.917448602899282e-03, 1.358489701268908e+00, 2.726108313772023e+02, -2.665958257169889e+01, 3.247734119824786e+05, 1.188636573935188e+05, 3.048056999360042e+02, 5.760938075599857e-01, 3.863685055496545e-01, 2.006719897269504e+02, -1.962442744085384e+01
658, 9.994766428142164e-01, 1.748551002095237e-03, 1.413853074857841e+00, 2.537358837128083e+02, -1.916733982623434e+01, 3.363401094900478e+05, 1.253767772850990e+05, 3.089179662818447e+02, 5.107904644179124e-01, 5.298495225119623e-01, 1.794641099736059e+02, -1.355681164265358e+01
659, 1.000196441672540e+00, 5.413970046441169e-04, 1.414489664292855e+00, 2.655574944969383e+02, 3.959179141508026e+00, 3.370701357269965e+05, 1.248546398836697e+05, 3.074930139062956e+02, 5.341221316522863e-01, 5.183470772018463e-01, 1.877408518426314e+02, 2.799015957099508e+00
660, 9.988132439337929e-01, -5.027144991511156e-03, 1.392155152236847e+00, 2.880463168072404e+02, 2.498565578837030e+01, 3.333146477955414e+05, 1.213164270535396e+05, 3.035724233440485e+02, 5.945965891751841e-01, 4.404018860266560e-01, 2.069067634770605e+02, 1.794746494183825e+01
661, 1.000460026996718e+00, -4.431188969842017e-10, 1.215470592047098e+00, 1.265209623512528e+02, 1.362318675812784e+00, 2.854043642839460e+05, 1.115274722179937e+05, 3.196448772121132e+02, 2.904427137857048e-01, 2.247557412937878e-01, 1.040921624752483e+02, 1.120815826171791e+00
662, 1.662368267649020e-02, -4.040241549286400e-02, 1.341212061792089e+00, 2.857235312216611e+02, -1.131318745291041e+02, 3.229121972343914e+05, 1.150825782615864e+05, 2.989113994914790e+02, 6.610784475454206e-01, 3.030730821434391e-01, 2.130338216910200e+02, -8.435047503072751e+01
663, -6.907231107998813e-03, 2.966241647110733e-03, 1.605188786450529e+00, 1.293969035287408e+02, 6.573501176731084e+01, 3.763037629493473e+05, 1.478969353356580e+05, 3.209692318931749e+02, 2.517505709651314e-01, 1.025958182115055e+00, 8.061164183364971e+01, 4.095157673800307e+01
664, 9.040023401640283e-02, -7.457500348192728e-02, 1.119506711940834e+00, 3.391296184824177e+02, -5.829700409121583e+01, 2.762476886819050e+05, 8.934557321054436e+04, 2.780204123004447e+02, 9.195505431125016e-01, -2.639012281347072e-01, 3.029277224202481e+02, -5.207383168802011e+01
665, 9.301295882610822e-01, -3.557006181044925e-02, 1.283409329447871e+00, 3.192441259312093e+02, 3.818077587502052e+01, 3.108769414658251e+05, 1.082414058320326e+05, 2.938045908245413e+02, 7.290604858105664e-01, 1.523652195911444e-01, 2.487469263360814e+02, 2.974949223054664e+01
666, 9.921591266223846e-01, -1.082079769303262e-02, 1.361276318808038e+00, 2.980286782034632e+02, 3.254211369724156e+01, 3.269659663926958e+05, 1.175811201532245e+05, 3.008996267941841e+02, 6.333237451055750e-01, 3.581148036997401e-01, 2.189332717287136e+02, 2.390559010512731e+01
667, 5.707878466806505e-01, 9.626064257021653e-02, 7.654517379969379e-01, 3.178683040854874e+02, -2.351799233353033e+01, 1.975110595663236e+05, 5.245974447902750e+04, 2.387474285778328e+02, 1.344301368221170e+00, -1.076478964456939e+00, 4.152689037159897e+02, -3.072433070055216e+01
668, 9.994766419224255e-01, -1.748551852871335e-03, 1.433123286606518e+00, 2.804936876465929e+02, 2.469375946220665e+01, 3.421962447664239e+05, 1.258136451745057e+05, 3.058260938279266e+02, 5.604410405271419e-01, 5.394735199346549e-01, 1.957219523735267e+02, 1.723072933988730e+01
669, 6.194086435801803e-04, -2.456743099754332e-02, 1.480543761606857e+00, 2.215463120664422e+02, -1.128820958972056e+02, 3.513196457509293e+05, 1.321761786583883e+05, 3.110013601826976e+02, 4.750412269394155e-01, 6.796371880262483e-01, 1.496384759515616e+02, -7.624367399629774e+01
670, 7.081031514927112e-01, -8.037201572380097e-02, 1.185773303018124e+00, 3.368517737009417e+02, 3.174121979149489e+01, 2.903871812017309e+05, 9.684652371150561e+04, 2.845199433013564e+02, 8.438233397502133e-01, -9.865876001230116e-02, 2.840777177590015e+02, 2.676837107961920e+01
671, -4.365298701447942e-03, -1.645015220600996e-02, 1.550625067486743e+00, 1.791823545538163e+02, -8.772737866870887e+01, 3.653683908602035e+05, 1.410136318885566e+05, 3.167996134684021e+02, 3.605842163347434e-01, 8.743221927442767e-01, 1.155549193102079e+02, -5.657549365617933e+01
672, 7.224941815437297e-01, -7.827332597119309e-02, 1.190698243774506e+00, 3.361950441045346e+02, 3.229122315619593e+01, 2.914301305439705e+05, 9.741189449168567e+04, 2.849972188375328e+02, 8.381360662668291e-01, -8.620390337656257e-02, 2.823511715603094e+02, 2.711956897982227e+01
